x,Up_V,Un_V,OCV_V
0.87125600,3.59145469,0.09202001,3.49943468
0.87175500,3.59105098,0.09202001,3.49903098
0.87225400,3.59064728,0.09202001,3.49862727
0.87275300,3.59024357,0.09202001,3.49822357
0.87325200,3.58983987,0.09202001,3.49781986
0.87375100,3.58943616,0.09202001,3.49741616
0.87425000,3.58903246,0.09202001,3.49701245
0.87474900,3.58862876,0.09202001,3.49660875
0.87524800,3.58822505,0.09202001,3.49620505
0.87574700,3.58782135,0.09202001,3.49580134
0.87624600,3.58741765,0.09202001,3.49539764
0.87674500,3.58701394,0.09202001,3.49499394
0.87724400,3.58661024,0.09202001,3.49459024
0.87774300,3.58620654,0.09202000,3.49418653
0.87824200,3.58580284,0.09202000,3.49378283
0.87874100,3.58539914,0.09202000,3.49337913
0.87924000,3.58499543,0.09202000,3.49297543
0.87973900,3.58459173,0.09202000,3.49257173
0.88023800,3.58418803,0.09202000,3.49216803
0.88073700,3.58378433,0.09202000,3.49176433
0.88123600,3.58338063,0.09202000,3.49136062
0.88173500,3.58297693,0.09202000,3.49095692
0.88223400,3.58257323,0.09202000,3.49055322
0.88273300,3.58216953,0.09202000,3.49014952
0.88323200,3.58176583,0.09202000,3.48974582
0.88373100,3.58136213,0.09202000,3.48934212
0.88423000,3.58095843,0.09202000,3.48893842
0.88472900,3.58055473,0.09202000,3.48853472
0.88522800,3.58015103,0.09202000,3.48813102
0.88572700,3.57974733,0.09202000,3.48772732
0.88622600,3.57934363,0.09202000,3.48732362
0.88672500,3.57893993,0.09202000,3.48691993
0.88722400,3.57853623,0.09202000,3.48651623
0.88772300,3.57813253,0.09202000,3.48611253
0.88822200,3.57772883,0.09202000,3.48570883
0.88872100,3.57732513,0.09202000,3.48530513
0.88922000,3.57692143,0.09202000,3.48490143
0.88971900,3.57651774,0.09202000,3.48449773
0.89021800,3.57611404,0.09202000,3.48409404
0.89071700,3.57571034,0.09202000,3.48369034
0.89121600,3.57530664,0.09202000,3.48328664
0.89171500,3.57490294,0.09202000,3.48288294
0.89221400,3.57449925,0.09202000,3.48247924
0.89271300,3.57409555,0.09202000,3.48207555
0.89321200,3.57369185,0.09202000,3.48167185
0.89371100,3.57328815,0.09202000,3.48126815
0.89421000,3.57288446,0.09202000,3.48086445
0.89470900,3.57248076,0.09202000,3.48046076
0.89520800,3.57207706,0.09202000,3.48005706
0.89570700,3.57167337,0.09202000,3.47965336
0.89620600,3.57126967,0.09202000,3.47924967
0.89670500,3.57086597,0.09202000,3.47884597
0.89720400,3.57046228,0.09202000,3.47844227
0.89770300,3.57005858,0.09202000,3.47803858
0.89820200,3.56965488,0.09202000,3.47763488
0.89870100,3.56925119,0.09202000,3.47723118
0.89920000,3.56884749,0.09202000,3.47682749
0.89969900,3.56844379,0.09202000,3.47642379
0.90019800,3.56804010,0.09202000,3.47602010
0.90069700,3.56763640,0.09202000,3.47561640
0.90119600,3.56723271,0.09202000,3.47521270
0.90169500,3.56682901,0.09202000,3.47480901
0.90219400,3.56642531,0.09202000,3.47440531
0.90269300,3.56602162,0.09202000,3.47400162
0.90319200,3.56561792,0.09202000,3.47359792
0.90369100,3.56521423,0.09202000,3.47319423
0.90419000,3.56481053,0.09202000,3.47279053
0.90468900,3.56440684,0.09202000,3.47238684
0.90518800,3.56400314,0.09202000,3.47198314
0.90568700,3.56359945,0.09202000,3.47157945
0.90618600,3.56319575,0.09202000,3.47117575
0.90668500,3.56279206,0.09202000,3.47077206
0.90718400,3.56238836,0.09202000,3.47036836
0.90768300,3.56198467,0.09202000,3.46996467
0.90818200,3.56158097,0.09202000,3.46956097
0.90868100,3.56117728,0.09202000,3.46915728
0.90918000,3.56077358,0.09202000,3.46875358
0.90967900,3.56036989,0.09202000,3.46834989
0.91017800,3.55996619,0.09202000,3.46794619
0.91067700,3.55956250,0.09202000,3.46754250
0.91117600,3.55915880,0.09202000,3.46713880
0.91167500,3.55875511,0.09202000,3.46673511
0.91217400,3.55835142,0.09202000,3.46633142
0.91267300,3.55794772,0.09202000,3.46592772
0.91317200,3.55754403,0.09202000,3.46552403
0.91367100,3.55714033,0.09202000,3.46512033
0.91417000,3.55673664,0.09202000,3.46471664
0.91466900,3.55633295,0.09202000,3.46431294
0.91516800,3.55592925,0.09202000,3.46390925
0.91566700,3.55552556,0.09202000,3.46350556
0.91616600,3.55512186,0.09202000,3.46310186
0.91666500,3.55471817,0.09202000,3.46269817
0.91716400,3.55431448,0.09202000,3.46229448
0.91766300,3.55391078,0.09202000,3.46189078
0.91816200,3.55350709,0.09202000,3.46148709
0.91866100,3.55310340,0.09202000,3.46108339
0.91916000,3.55269970,0.09202000,3.46067970
0.91965900,3.55229601,0.09202000,3.46027601
0.92015800,3.55189231,0.09202000,3.45987231
0.92065700,3.55148862,0.09202000,3.45946862
0.92115600,3.55108493,0.09202000,3.45906493
0.92165500,3.55068123,0.09202000,3.45866123
0.92215400,3.55027754,0.09202000,3.45825754
0.92265300,3.54987385,0.09202000,3.45785385
0.92315200,3.54947015,0.09202000,3.45745015
0.92365100,3.54906646,0.09202000,3.45704646
0.92415000,3.54866277,0.09202000,3.45664277
0.92464900,3.54825908,0.09202000,3.45623907
0.92514800,3.54785538,0.09202000,3.45583538
0.92564700,3.54745169,0.09202000,3.45543169
0.92614600,3.54704800,0.09202000,3.45502800
0.92664500,3.54664430,0.09202000,3.45462430
0.92714400,3.54624061,0.09202000,3.45422061
0.92764300,3.54583692,0.09202000,3.45381692
0.92814200,3.54543322,0.09202000,3.45341322
0.92864100,3.54502953,0.09202000,3.45300953
0.92914000,3.54462584,0.09202000,3.45260584
0.92963900,3.54422215,0.09202000,3.45220215
0.93013800,3.54381845,0.09202000,3.45179845
0.93063700,3.54341476,0.09202000,3.45139476
0.93113600,3.54301107,0.09202000,3.45099107
0.93163500,3.54260738,0.09202000,3.45058738
0.93213400,3.54220368,0.09202000,3.45018368
0.93263300,3.54179999,0.09202000,3.44977999
0.93313200,3.54139630,0.09202000,3.44937630
0.93363100,3.54099261,0.09202000,3.44897261
0.93413000,3.54058891,0.09202000,3.44856891
0.93462900,3.54018522,0.09202000,3.44816522
0.93512800,3.53978153,0.09202000,3.44776153
0.93562700,3.53937784,0.09202000,3.44735784
0.93612600,3.53897414,0.09202000,3.44695414
0.93662500,3.53857045,0.09202000,3.44655045
0.93712400,3.53816676,0.09202000,3.44614676
0.93762300,3.53776307,0.09202000,3.44574307
0.93812200,3.53735937,0.09202000,3.44533937
0.93862100,3.53695568,0.09202000,3.44493568
0.93912000,3.53655199,0.09202000,3.44453199
0.93961900,3.53614830,0.09202000,3.44412830
0.94011800,3.53574461,0.09202000,3.44372460
0.94061700,3.53534091,0.09202000,3.44332091
0.94111600,3.53493722,0.09202000,3.44291722
0.94161500,3.53453353,0.09202000,3.44251353
0.94211400,3.53412984,0.09202000,3.44210984
0.94261300,3.53372614,0.09202000,3.44170614
0.94311200,3.53332245,0.09202000,3.44130245
0.94361100,3.53291876,0.09202000,3.44089876
0.94411000,3.53251507,0.09202000,3.44049507
0.94460900,3.53211138,0.09202000,3.44009138
0.94510800,3.53170768,0.09202000,3.43968768
0.94560700,3.53130399,0.09202000,3.43928399
0.94610600,3.53090030,0.09202000,3.43888030
0.94660500,3.53049661,0.09202000,3.43847661
0.94710400,3.53009292,0.09202000,3.43807292
0.94760300,3.52968922,0.09202000,3.43766922
0.94810200,3.52928553,0.09202000,3.43726553
0.94860100,3.52888184,0.09202000,3.43686184
0.94910000,3.52847815,0.09202000,3.43645815
0.94959900,3.52807446,0.09202000,3.43605446
0.95009800,3.52767077,0.09202000,3.43565076
0.95059700,3.52726707,0.09202000,3.43524707
0.95109600,3.52686338,0.09202000,3.43484338
0.95159500,3.52645969,0.09202000,3.43443969
0.95209400,3.52605600,0.09202000,3.43403600
0.95259300,3.52565231,0.09202000,3.43363231
0.95309200,3.52524861,0.09202000,3.43322861
0.95359100,3.52484492,0.09202000,3.43282492
0.95409000,3.52444123,0.09202000,3.43242123
0.95458900,3.52403754,0.09202000,3.43201754
0.95508800,3.52363385,0.09202000,3.43161385
0.95558700,3.52323016,0.09202000,3.43121016
0.95608600,3.52282646,0.09202000,3.43080646
0.95658500,3.52242277,0.09202000,3.43040277
0.95708400,3.52201908,0.09202000,3.42999908
0.95758300,3.52161539,0.09202000,3.42959539
0.95808200,3.52121170,0.09202000,3.42919170
0.95858100,3.52080801,0.09202000,3.42878801
0.95908000,3.52040431,0.09202000,3.42838431
0.95957900,3.52000062,0.09202000,3.42798062
0.96007800,3.51959693,0.09202000,3.42757693
0.96057700,3.51919324,0.09202000,3.42717324
0.96107600,3.51878955,0.09202000,3.42676955
0.96157500,3.51838586,0.09202000,3.42636586
0.96207400,3.51798216,0.09202000,3.42596216
0.96257300,3.51757847,0.09202000,3.42555847
0.96307200,3.51717478,0.09202000,3.42515478
0.96357100,3.51677109,0.09202000,3.42475109
0.96407000,3.51636740,0.09202000,3.42434740
0.96456900,3.51596371,0.09202000,3.42394371
0.96506800,3.51556002,0.09202000,3.42354002
0.96556700,3.51515632,0.09202000,3.42313632
0.96606600,3.51475263,0.09202000,3.42273263
0.96656500,3.51434894,0.09202000,3.42232894
0.96706400,3.51394525,0.09202000,3.42192525
0.96756300,3.51354156,0.09202000,3.42152156
0.96806200,3.51313787,0.09202000,3.42111787
0.96856100,3.51273418,0.09202000,3.42071418
0.96906000,3.51233048,0.09202000,3.42031048
0.96955900,3.51192679,0.09202000,3.41990679
0.97005800,3.51152310,0.09202000,3.41950310
0.97055700,3.51111941,0.09202000,3.41909941
0.97105600,3.51071572,0.09202000,3.41869572
0.97155500,3.51031203,0.09202000,3.41829203
0.97205400,3.50990834,0.09202000,3.41788834
0.97255300,3.50950464,0.09202000,3.41748464
0.97305200,3.50910095,0.09202000,3.41708095
0.97355100,3.50869726,0.09202000,3.41667726
0.97405000,3.50829357,0.09202000,3.41627357
0.97454900,3.50788988,0.09202000,3.41586988
0.97504800,3.50748619,0.09202000,3.41546619
0.97554700,3.50708250,0.09202000,3.41506250
0.97604600,3.50667880,0.09202000,3.41465880
0.97654500,3.50627511,0.09202000,3.41425511
0.97704400,3.50587142,0.09202000,3.41385142
0.97754300,3.50546773,0.09202000,3.41344773
0.97804200,3.50506404,0.09202000,3.41304404
0.97854100,3.50466035,0.09202000,3.41264035
0.97904000,3.50425666,0.09202000,3.41223666
0.97953900,3.50385297,0.09202000,3.41183297
0.98003800,3.50344927,0.09202000,3.41142927
0.98053700,3.50304558,0.09202000,3.41102558
0.98103600,3.50264189,0.09202000,3.41062189
0.98153500,3.50223820,0.09202000,3.41021820
0.98203400,3.50183451,0.09202000,3.40981451
0.98253300,3.50143082,0.09202000,3.40941082
0.98303200,3.50102713,0.09202000,3.40900713
0.98353100,3.50062344,0.09202000,3.40860344
0.98403000,3.50021974,0.09202000,3.40819974
0.98452900,3.49981605,0.09202000,3.40779605
0.98502800,3.49941236,0.09202000,3.40739236
0.98552700,3.49900867,0.09202000,3.40698867
0.98602600,3.49860498,0.09202000,3.40658498
0.98652500,3.49820129,0.09202000,3.40618129
0.98702400,3.49779760,0.09202000,3.40577760
0.98752300,3.49739391,0.09202000,3.40537391
0.98802200,3.49699021,0.09202000,3.40497021
0.98852100,3.49658652,0.09202000,3.40456652
0.98902000,3.49618283,0.09202000,3.40416283
0.98951900,3.49577914,0.09202000,3.40375914
0.99001800,3.49537545,0.09202000,3.40335545
0.99051700,3.49497176,0.09202000,3.40295176
0.99101600,3.49456807,0.09202000,3.40254807
0.99151500,3.49416438,0.09202000,3.40214438
0.99201400,3.49376068,0.09202000,3.40174068
0.99251300,3.49335699,0.09202000,3.40133699
0.99301200,3.49295330,0.09202000,3.40093330
0.99351100,3.49254961,0.09202000,3.40052961
0.99401000,3.49214592,0.09202000,3.40012592
0.99450900,3.49174223,0.09202000,3.39972223
0.99500800,3.49133854,0.09202000,3.39931854
0.99550700,3.49093485,0.09202000,3.39891485
0.99600600,3.49053116,0.09202000,3.39851116
0.99650500,3.49012746,0.09202000,3.39810746
0.99700400,3.48972377,0.09202000,3.39770377
0.99750300,3.48932008,0.09202000,3.39730008
0.99800200,3.48891639,0.09202000,3.39689639
0.99850100,3.48851270,0.09202000,3.39649270
0.99900000,3.48810901,0.09202000,3.39608901
