x,Up_V,Un_V,OCV_V
0.29042000,4.22100570,0.16891994,4.05208576
0.29091900,4.22004026,0.16859965,4.05144061
0.29141800,4.21909147,0.16828035,4.05081112
0.29191700,4.21815937,0.16796208,4.05019729
0.29241600,4.21724402,0.16764486,4.04959915
0.29291500,4.21634545,0.16732873,4.04901672
0.29341400,4.21546369,0.16701371,4.04844998
0.29391300,4.21459876,0.16669983,4.04789893
0.29441200,4.21375067,0.16638713,4.04736354
0.29491100,4.21291941,0.16607562,4.04684379
0.29541000,4.21210497,0.16576533,4.04633964
0.29590900,4.21130732,0.16545630,4.04585103
0.29640800,4.21052644,0.16514854,4.04537790
0.29690700,4.20976228,0.16484209,4.04492019
0.29740600,4.20901477,0.16453696,4.04447781
0.29790500,4.20828387,0.16423319,4.04405067
0.29840400,4.20756948,0.16393080,4.04363868
0.29890300,4.20687152,0.16362981,4.04324171
0.29940200,4.20618990,0.16333025,4.04285965
0.29990100,4.20552450,0.16303213,4.04249238
0.30040000,4.20487521,0.16273548,4.04213973
0.30089900,4.20424190,0.16244032,4.04180158
0.30139800,4.20362443,0.16214668,4.04147776
0.30189700,4.20302265,0.16185456,4.04116809
0.30239600,4.20243640,0.16156400,4.04087240
0.30289500,4.20186551,0.16127502,4.04059050
0.30339400,4.20130981,0.16098762,4.04032218
0.30389300,4.20076910,0.16070184,4.04006726
0.30439200,4.20024318,0.16041768,4.03982550
0.30489100,4.19973185,0.16013517,4.03959669
0.30539000,4.19923490,0.15985431,4.03938058
0.30588900,4.19875209,0.15957514,4.03917695
0.30638800,4.19828319,0.15929766,4.03898553
0.30688700,4.19782796,0.15902188,4.03880607
0.30738600,4.19738614,0.15874783,4.03863831
0.30788500,4.19695749,0.15847552,4.03848197
0.30838400,4.19654172,0.15820495,4.03833677
0.30888300,4.19613857,0.15793615,4.03820242
0.30938200,4.19574775,0.15766913,4.03807863
0.30988100,4.19536898,0.15740388,4.03796510
0.31038000,4.19500196,0.15714044,4.03786152
0.31087900,4.19464638,0.15687881,4.03776757
0.31137800,4.19430194,0.15661899,4.03768295
0.31187700,4.19396832,0.15636100,4.03760732
0.31237600,4.19364521,0.15610485,4.03754036
0.31287500,4.19333227,0.15585055,4.03748173
0.31337400,4.19302919,0.15559809,4.03743109
0.31387300,4.19273561,0.15534750,4.03738811
0.31437200,4.19245121,0.15509878,4.03735243
0.31487100,4.19217563,0.15485193,4.03732371
0.31537000,4.19190855,0.15460696,4.03730159
0.31586900,4.19164959,0.15436387,4.03728572
0.31636800,4.19139842,0.15412268,4.03727574
0.31686700,4.19115467,0.15388338,4.03727129
0.31736600,4.19091799,0.15364598,4.03727201
0.31786500,4.19068801,0.15341048,4.03727753
0.31836400,4.19046439,0.15317688,4.03728750
0.31886300,4.19024674,0.15294520,4.03730155
0.31936200,4.19003472,0.15271542,4.03731930
0.31986100,4.18982796,0.15248756,4.03734041
0.32036000,4.18962610,0.15226160,4.03736449
0.32085900,4.18942876,0.15203756,4.03739120
0.32135800,4.18923559,0.15181543,4.03742016
0.32185700,4.18904623,0.15159522,4.03745101
0.32235600,4.18886031,0.15137692,4.03748339
0.32285500,4.18867748,0.15116053,4.03751695
0.32335400,4.18849737,0.15094605,4.03755132
0.32385300,4.18831964,0.15073348,4.03758616
0.32435200,4.18814392,0.15052282,4.03762111
0.32485100,4.18796988,0.15031406,4.03765582
0.32535000,4.18779716,0.15010720,4.03768996
0.32584900,4.18762541,0.14990223,4.03772318
0.32634800,4.18745431,0.14969917,4.03775514
0.32684700,4.18728350,0.14949799,4.03778551
0.32734600,4.18711267,0.14929870,4.03781397
0.32784500,4.18694148,0.14910129,4.03784019
0.32834400,4.18676960,0.14890575,4.03786385
0.32884300,4.18659673,0.14871209,4.03788464
0.32934200,4.18642255,0.14852029,4.03790226
0.32984100,4.18624675,0.14833036,4.03791640
0.33034000,4.18606903,0.14814227,4.03792676
0.33083900,4.18588910,0.14795603,4.03793306
0.33133800,4.18570666,0.14777163,4.03793502
0.33183700,4.18552142,0.14758907,4.03793235
0.33233600,4.18533313,0.14740833,4.03792480
0.33283500,4.18514149,0.14722941,4.03791208
0.33333400,4.18494626,0.14705230,4.03789396
0.33383300,4.18474716,0.14687699,4.03787017
0.33433200,4.18454396,0.14670348,4.03784048
0.33483100,4.18433640,0.14653175,4.03780465
0.33533000,4.18412426,0.14636180,4.03776246
0.33582900,4.18390730,0.14619362,4.03771368
0.33632800,4.18368530,0.14602719,4.03765811
0.33682700,4.18345805,0.14586252,4.03759553
0.33732600,4.18322534,0.14569959,4.03752575
0.33782500,4.18298697,0.14553838,4.03744859
0.33832400,4.18274276,0.14537890,4.03736386
0.33882300,4.18249252,0.14522113,4.03727139
0.33932200,4.18223606,0.14506505,4.03717101
0.33982100,4.18197324,0.14491067,4.03706257
0.34032000,4.18170388,0.14475797,4.03694591
0.34081900,4.18142783,0.14460694,4.03682090
0.34131800,4.18114496,0.14445756,4.03668739
0.34181700,4.18085511,0.14430984,4.03654528
0.34231600,4.18055817,0.14416375,4.03639442
0.34281500,4.18025401,0.14401928,4.03623473
0.34331400,4.17994252,0.14387643,4.03606609
0.34381300,4.17962359,0.14373518,4.03588841
0.34431200,4.17929712,0.14359552,4.03570160
0.34481100,4.17896303,0.14345744,4.03550559
0.34531000,4.17862123,0.14332093,4.03530029
0.34580900,4.17827164,0.14318598,4.03508566
0.34630800,4.17791419,0.14305257,4.03486162
0.34680700,4.17754883,0.14292069,4.03462813
0.34730600,4.17717549,0.14279034,4.03438515
0.34780500,4.17679413,0.14266149,4.03413264
0.34830400,4.17640472,0.14253414,4.03387057
0.34880300,4.17600721,0.14240828,4.03359893
0.34930200,4.17560157,0.14228389,4.03331769
0.34980100,4.17518779,0.14216095,4.03302684
0.35030000,4.17476586,0.14203947,4.03272639
0.35079900,4.17433576,0.14191942,4.03241634
0.35129800,4.17389749,0.14180080,4.03209669
0.35179700,4.17345106,0.14168359,4.03176747
0.35229600,4.17299648,0.14156778,4.03142870
0.35279500,4.17253375,0.14145335,4.03108040
0.35329400,4.17206291,0.14134030,4.03072261
0.35379300,4.17158398,0.14122861,4.03035537
0.35429200,4.17109699,0.14111827,4.02997872
0.35479100,4.17060198,0.14100927,4.02959271
0.35529000,4.17009899,0.14090160,4.02919740
0.35578900,4.16958807,0.14079524,4.02879284
0.35628800,4.16906927,0.14069017,4.02837910
0.35678700,4.16854264,0.14058640,4.02795624
0.35728600,4.16800825,0.14048390,4.02752435
0.35778500,4.16746616,0.14038267,4.02708349
0.35828400,4.16691644,0.14028269,4.02663375
0.35878300,4.16635917,0.14018395,4.02617522
0.35928200,4.16579441,0.14008644,4.02570797
0.35978100,4.16522225,0.13999014,4.02523211
0.36028000,4.16464277,0.13989504,4.02474773
0.36077900,4.16405606,0.13980114,4.02425492
0.36127800,4.16346221,0.13970841,4.02375380
0.36177700,4.16286131,0.13961685,4.02324446
0.36227600,4.16225346,0.13952645,4.02272702
0.36277500,4.16163876,0.13943719,4.02220157
0.36327400,4.16101730,0.13934906,4.02166825
0.36377300,4.16038920,0.13926205,4.02112715
0.36427200,4.15975455,0.13917615,4.02057841
0.36477100,4.15911347,0.13909134,4.02002213
0.36527000,4.15846606,0.13900762,4.01945844
0.36576900,4.15781244,0.13892497,4.01888747
0.36626800,4.15715272,0.13884338,4.01830933
0.36676700,4.15648701,0.13876285,4.01772416
0.36726600,4.15581543,0.13868335,4.01713208
0.36776500,4.15513810,0.13860488,4.01653323
0.36826400,4.15445514,0.13852742,4.01592772
0.36876300,4.15376667,0.13845097,4.01531570
0.36926200,4.15307280,0.13837551,4.01469729
0.36976100,4.15237367,0.13830104,4.01407263
0.37026000,4.15166938,0.13822754,4.01344185
0.37075900,4.15096008,0.13815500,4.01280508
0.37125800,4.15024587,0.13808340,4.01216247
0.37175700,4.14952689,0.13801275,4.01151414
0.37225600,4.14880325,0.13794303,4.01086022
0.37275500,4.14807509,0.13787422,4.01020087
0.37325400,4.14734252,0.13780632,4.00953620
0.37375300,4.14660568,0.13773932,4.00886636
0.37425200,4.14586468,0.13767320,4.00819147
0.37475100,4.14511965,0.13760796,4.00751169
0.37525000,4.14437072,0.13754359,4.00682713
0.37574900,4.14361800,0.13748007,4.00613793
0.37624800,4.14286163,0.13741740,4.00544423
0.37674700,4.14210172,0.13735556,4.00474615
0.37724600,4.14133840,0.13729455,4.00404384
0.37774500,4.14057178,0.13723436,4.00333742
0.37824400,4.13980200,0.13717497,4.00262703
0.37874300,4.13902917,0.13711638,4.00191279
0.37924200,4.13825340,0.13705858,4.00119483
0.37974100,4.13747483,0.13700155,4.00047328
0.38024000,4.13669355,0.13694529,3.99974826
0.38073900,4.13590970,0.13688979,3.99901991
0.38123800,4.13512339,0.13683504,3.99828835
0.38173700,4.13433473,0.13678103,3.99755370
0.38223600,4.13354383,0.13672776,3.99681608
0.38273500,4.13275081,0.13667520,3.99607561
0.38323400,4.13195578,0.13662336,3.99533242
0.38373300,4.13115885,0.13657222,3.99458662
0.38423200,4.13036012,0.13652178,3.99383833
0.38473100,4.12955970,0.13647203,3.99308767
0.38523000,4.12875770,0.13642296,3.99233474
0.38572900,4.12795422,0.13637455,3.99157967
0.38622800,4.12714937,0.13632681,3.99082256
0.38672700,4.12634324,0.13627972,3.99006352
0.38722600,4.12553594,0.13623328,3.98930266
0.38772500,4.12472756,0.13618748,3.98854009
0.38822400,4.12391820,0.13614230,3.98777590
0.38872300,4.12310796,0.13609775,3.98701021
0.38922200,4.12229693,0.13605381,3.98624312
0.38972100,4.12148519,0.13601047,3.98547472
0.39022000,4.12067285,0.13596773,3.98470512
0.39071900,4.11985999,0.13592558,3.98393441
0.39121800,4.11904670,0.13588402,3.98316268
0.39171700,4.11823305,0.13584303,3.98239002
0.39221600,4.11741915,0.13580261,3.98161654
0.39271500,4.11660506,0.13576275,3.98084232
0.39321400,4.11579088,0.13572344,3.98006744
0.39371300,4.11497667,0.13568467,3.97929200
0.39421200,4.11416252,0.13564645,3.97851607
0.39471100,4.11334850,0.13560876,3.97773974
0.39521000,4.11253469,0.13557159,3.97696310
0.39570900,4.11172115,0.13553494,3.97618621
0.39620800,4.11090797,0.13549880,3.97540916
0.39670700,4.11009520,0.13546317,3.97463203
0.39720600,4.10928292,0.13542804,3.97385489
0.39770500,4.10847119,0.13539339,3.97307780
0.39820400,4.10766008,0.13535923,3.97230085
0.39870300,4.10684965,0.13532555,3.97152410
0.39920200,4.10603996,0.13529234,3.97074762
0.39970100,4.10523107,0.13525960,3.96997147
0.40020000,4.10442303,0.13522732,3.96919572
0.40069900,4.10361591,0.13519549,3.96842043
0.40119800,4.10280976,0.13516411,3.96764566
0.40169700,4.10200464,0.13513317,3.96687147
0.40219600,4.10120058,0.13510266,3.96609792
0.40269500,4.10039766,0.13507259,3.96532507
0.40319400,4.09959590,0.13504293,3.96455297
0.40369300,4.09879537,0.13501370,3.96378167
0.40419200,4.09799610,0.13498488,3.96301122
0.40469100,4.09719814,0.13495647,3.96224168
0.40519000,4.09640154,0.13492846,3.96147308
0.40568900,4.09560634,0.13490084,3.96070549
0.40618800,4.09481256,0.13487362,3.95993895
0.40668700,4.09402027,0.13484678,3.95917349
0.40718600,4.09322948,0.13482032,3.95840916
0.40768500,4.09244025,0.13479424,3.95764601
0.40818400,4.09165259,0.13476852,3.95688407
0.40868300,4.09086655,0.13474318,3.95612338
0.40918200,4.09008216,0.13471819,3.95536398
0.40968100,4.08929945,0.13469355,3.95460590
0.41018000,4.08851844,0.13466927,3.95384917
0.41067900,4.08773918,0.13464533,3.95309384
0.41117800,4.08696167,0.13462174,3.95233993
0.41167700,4.08618595,0.13459848,3.95158748
0.41217600,4.08541205,0.13457555,3.95083651
0.41267500,4.08463998,0.13455294,3.95008704
0.41317400,4.08386978,0.13453066,3.94933911
0.41367300,4.08310145,0.13450870,3.94859275
0.41417200,4.08233502,0.13448705,3.94784797
0.41467100,4.08157052,0.13446571,3.94710481
0.41517000,4.08080795,0.13444468,3.94636327
0.41566900,4.08004733,0.13442394,3.94562339
0.41616800,4.07928868,0.13440350,3.94488518
0.41666700,4.07853202,0.13438336,3.94414866
0.41716600,4.07777735,0.13436350,3.94341385
0.41766500,4.07702470,0.13434393,3.94268077
0.41816400,4.07627406,0.13432463,3.94194943
0.41866300,4.07552546,0.13430562,3.94121984
0.41916200,4.07477890,0.13428687,3.94049203
0.41966100,4.07403440,0.13426840,3.93976600
0.42016000,4.07329195,0.13425019,3.93904176
0.42065900,4.07255157,0.13423224,3.93831933
0.42115800,4.07181326,0.13421455,3.93759871
0.42165700,4.07107703,0.13419711,3.93687992
0.42215600,4.07034288,0.13417992,3.93616296
0.42265500,4.06961082,0.13416298,3.93544783
0.42315400,4.06888084,0.13414629,3.93473456
0.42365300,4.06815296,0.13412983,3.93402313
0.42415200,4.06742717,0.13411361,3.93331356
0.42465100,4.06670348,0.13409762,3.93260585
0.42515000,4.06598187,0.13408186,3.93190001
0.42564900,4.06526236,0.13406633,3.93119603
0.42614800,4.06454494,0.13405103,3.93049392
0.42664700,4.06382961,0.13403594,3.92979367
0.42714600,4.06311636,0.13402107,3.92909529
0.42764500,4.06240520,0.13400641,3.92839878
0.42814400,4.06169611,0.13399197,3.92770414
0.42864300,4.06098909,0.13397773,3.92701136
0.42914200,4.06028414,0.13396370,3.92632044
0.42964100,4.05958125,0.13394987,3.92563139
0.43014000,4.05888042,0.13393624,3.92494418
0.43063900,4.05818163,0.13392280,3.92425883
0.43113800,4.05748488,0.13390956,3.92357532
0.43163700,4.05679017,0.13389651,3.92289365
0.43213600,4.05609747,0.13388365,3.92221382
0.43263500,4.05540678,0.13387098,3.92153581
0.43313400,4.05471810,0.13385848,3.92085962
0.43363300,4.05403141,0.13384617,3.92018524
0.43413200,4.05334670,0.13383403,3.91951266
0.43463100,4.05266395,0.13382207,3.91884188
0.43513000,4.05198317,0.13381028,3.91817288
0.43562900,4.05130432,0.13379866,3.91750566
0.43612800,4.05062741,0.13378721,3.91684020
0.43662700,4.04995242,0.13377592,3.91617649
0.43712600,4.04927933,0.13376480,3.91551453
0.43762500,4.04860813,0.13375383,3.91485429
0.43812400,4.04793880,0.13374303,3.91419577
0.43862300,4.04727134,0.13373238,3.91353896
0.43912200,4.04660572,0.13372188,3.91288384
0.43962100,4.04594192,0.13371153,3.91223039
0.44012000,4.04527994,0.13370134,3.91157861
0.44061900,4.04461976,0.13369128,3.91092848
0.44111800,4.04396136,0.13368138,3.91027998
0.44161700,4.04330471,0.13367161,3.90963310
0.44211600,4.04264981,0.13366199,3.90898782
0.44261500,4.04199664,0.13365250,3.90834413
0.44311400,4.04134517,0.13364316,3.90770202
0.44361300,4.04069539,0.13363394,3.90706145
0.44411200,4.04004729,0.13362486,3.90642243
0.44461100,4.03940083,0.13361590,3.90578493
0.44511000,4.03875600,0.13360708,3.90514893
0.44560900,4.03811279,0.13359838,3.90451441
0.44610800,4.03747116,0.13358981,3.90388136
0.44660700,4.03683111,0.13358135,3.90324976
0.44710600,4.03619261,0.13357302,3.90261958
0.44760500,4.03555563,0.13356481,3.90199082
0.44810400,4.03492016,0.13355672,3.90136345
0.44860300,4.03428618,0.13354874,3.90073745
0.44910200,4.03365367,0.13354087,3.90011279
0.44960100,4.03302259,0.13353312,3.89948947
0.45010000,4.03239293,0.13352547,3.89886746
0.45059900,4.03176467,0.13351794,3.89824674
0.45109800,4.03113779,0.13351051,3.89762728
0.45159700,4.03051226,0.13350318,3.89700907
0.45209600,4.02988805,0.13349596,3.89639209
0.45259500,4.02926515,0.13348885,3.89577630
0.45309400,4.02864353,0.13348183,3.89516170
0.45359300,4.02802317,0.13347491,3.89454826
0.45409200,4.02740404,0.13346809,3.89393595
0.45459100,4.02678612,0.13346136,3.89332476
0.45509000,4.02616938,0.13345473,3.89271465
0.45558900,4.02555380,0.13344819,3.89210561
0.45608800,4.02493936,0.13344174,3.89149762
0.45658700,4.02432602,0.13343538,3.89089064
0.45708600,4.02371377,0.13342911,3.89028466
0.45758500,4.02310258,0.13342293,3.88967965
0.45808400,4.02249242,0.13341683,3.88907559
0.45858300,4.02188326,0.13341082,3.88847245
0.45908200,4.02127509,0.13340488,3.88787020
0.45958100,4.02066787,0.13339903,3.88726883
0.46008000,4.02006158,0.13339326,3.88666831
0.46057900,4.01945618,0.13338757,3.88606861
0.46107800,4.01885167,0.13338196,3.88546971
0.46157700,4.01824800,0.13337642,3.88487158
0.46207600,4.01764515,0.13337096,3.88427419
0.46257500,4.01704309,0.13336557,3.88367753
0.46307400,4.01644180,0.13336025,3.88308155
0.46357300,4.01584125,0.13335500,3.88248625
0.46407200,4.01524140,0.13334982,3.88189158
0.46457100,4.01464224,0.13334471,3.88129753
0.46507000,4.01404373,0.13333967,3.88070406
0.46556900,4.01344585,0.13333469,3.88011115
0.46606800,4.01284856,0.13332978,3.87951878
0.46656700,4.01225184,0.13332493,3.87892691
0.46706600,4.01165567,0.13332015,3.87833552
0.46756500,4.01106000,0.13331542,3.87774457
0.46806400,4.01046481,0.13331076,3.87715405
0.46856300,4.00987008,0.13330615,3.87656392
0.46906200,4.00927577,0.13330161,3.87597416
0.46956100,4.00868185,0.13329711,3.87538474
0.47006000,4.00808830,0.13329268,3.87479562
0.47055900,4.00749508,0.13328829,3.87420679
0.47105800,4.00690217,0.13328397,3.87361820
0.47155700,4.00630953,0.13327969,3.87302984
0.47205600,4.00571713,0.13327546,3.87244167
0.47255500,4.00512495,0.13327129,3.87185367
0.47305400,4.00453295,0.13326716,3.87126580
0.47355300,4.00394111,0.13326308,3.87067803
0.47405200,4.00334939,0.13325904,3.87009034
0.47455100,4.00275776,0.13325505,3.86950270
0.47505000,4.00216619,0.13325111,3.86891508
0.47554900,4.00157465,0.13324721,3.86832744
0.47604800,4.00098311,0.13324335,3.86773976
0.47654700,4.00039153,0.13323953,3.86715200
0.47704600,3.99979989,0.13323575,3.86656414
0.47754500,3.99920816,0.13323201,3.86597615
0.47804400,3.99861630,0.13322831,3.86538799
0.47854300,3.99802428,0.13322465,3.86479963
0.47904200,3.99743207,0.13322102,3.86421105
0.47954100,3.99683964,0.13321742,3.86362221
0.48004000,3.99624695,0.13321386,3.86303309
0.48053900,3.99565398,0.13321033,3.86244364
0.48103800,3.99506069,0.13320684,3.86185385
0.48153700,3.99446704,0.13320337,3.86126368
0.48203600,3.99387302,0.13319993,3.86067309
0.48253500,3.99327858,0.13319652,3.86008206
0.48303400,3.99268369,0.13319313,3.85949056
0.48353300,3.99208832,0.13318978,3.85889855
0.48403200,3.99149244,0.13318644,3.85830600
0.48453100,3.99089602,0.13318313,3.85771289
0.48503000,3.99029901,0.13317984,3.85711917
0.48552900,3.98970140,0.13317658,3.85652482
0.48602800,3.98910314,0.13317333,3.85592981
0.48652700,3.98850421,0.13317010,3.85533411
0.48702600,3.98790457,0.13316689,3.85473768
0.48752500,3.98730419,0.13316370,3.85414049
0.48802400,3.98670303,0.13316052,3.85354251
0.48852300,3.98610107,0.13315736,3.85294371
0.48902200,3.98549827,0.13315421,3.85234406
0.48952100,3.98489459,0.13315107,3.85174353
0.49002000,3.98429002,0.13314794,3.85114208
0.49051900,3.98368450,0.13314482,3.85053968
0.49101800,3.98307801,0.13314171,3.84993630
0.49151700,3.98247052,0.13313860,3.84933192
0.49201600,3.98186200,0.13313551,3.84872649
0.49251500,3.98125240,0.13313241,3.84811999
0.49301400,3.98064171,0.13312932,3.84751239
0.49351300,3.98002989,0.13312623,3.84690366
0.49401200,3.97941690,0.13312314,3.84629376
0.49451100,3.97880271,0.13312004,3.84568267
0.49501000,3.97818730,0.13311695,3.84507035
0.49550900,3.97757062,0.13311385,3.84445677
0.49600800,3.97695265,0.13311074,3.84384191
0.49650700,3.97633336,0.13310763,3.84322573
0.49700600,3.97571272,0.13310451,3.84260821
0.49750500,3.97509069,0.13310138,3.84198931
0.49800400,3.97446724,0.13309824,3.84136900
0.49850300,3.97384234,0.13309508,3.84074726
0.49900200,3.97321596,0.13309191,3.84012406
0.49950100,3.97258808,0.13308872,3.83949936
0.50000000,3.97195866,0.13308551,3.83887314
0.50049900,3.97132766,0.13308229,3.83824538
0.50099800,3.97069507,0.13307904,3.83761604
0.50149700,3.97006086,0.13307576,3.83698509
0.50199600,3.96942498,0.13307246,3.83635252
0.50249500,3.96878742,0.13306914,3.83571829
0.50299400,3.96814815,0.13306578,3.83508237
0.50349300,3.96750714,0.13306240,3.83444474
0.50399200,3.96686436,0.13305898,3.83380538
0.50449100,3.96621978,0.13305552,3.83316426
0.50499000,3.96557338,0.13305203,3.83252136
0.50548900,3.96492513,0.13304849,3.83187664
0.50598800,3.96427501,0.13304492,3.83123010
0.50648700,3.96362299,0.13304130,3.83058169
0.50698600,3.96296904,0.13303763,3.82993141
0.50748500,3.96231315,0.13303391,3.82927924
0.50798400,3.96165528,0.13303015,3.82862513
0.50848300,3.96099542,0.13302633,3.82796909
0.50898200,3.96033354,0.13302245,3.82731109
0.50948100,3.95966962,0.13301851,3.82665110
0.50998000,3.95900363,0.13301451,3.82598912
0.51047900,3.95833556,0.13301045,3.82532511
0.51097800,3.95766540,0.13300632,3.82465907
0.51147700,3.95699310,0.13300212,3.82399098
0.51197600,3.95631867,0.13299785,3.82332082
0.51247500,3.95564208,0.13299350,3.82264858
0.51297400,3.95496331,0.13298907,3.82197424
0.51347300,3.95428235,0.13298456,3.82129779
0.51397200,3.95359918,0.13297996,3.82061922
0.51447100,3.95291378,0.13297527,3.81993851
0.51497000,3.95222615,0.13297049,3.81925566
0.51546900,3.95153626,0.13296561,3.81857065
0.51596800,3.95084412,0.13296064,3.81788348
0.51646700,3.95014969,0.13295556,3.81719414
0.51696600,3.94945298,0.13295037,3.81650262
0.51746500,3.94875398,0.13294507,3.81580891
0.51796400,3.94805267,0.13293965,3.81511302
0.51846300,3.94734905,0.13293411,3.81441493
0.51896200,3.94664311,0.13292845,3.81371465
0.51946100,3.94593484,0.13292266,3.81301218
0.51996000,3.94522425,0.13291674,3.81230750
0.52045900,3.94451132,0.13291068,3.81160064
0.52095800,3.94379606,0.13290448,3.81089158
0.52145700,3.94307846,0.13289813,3.81018033
0.52195600,3.94235852,0.13289162,3.80946689
0.52245500,3.94163624,0.13288496,3.80875128
0.52295400,3.94091163,0.13287813,3.80803350
0.52345300,3.94018469,0.13287114,3.80731355
0.52395200,3.93945542,0.13286397,3.80659145
0.52445100,3.93872383,0.13285662,3.80586721
0.52495000,3.93798993,0.13284908,3.80514084
0.52544900,3.93725371,0.13284135,3.80441236
0.52594800,3.93651520,0.13283342,3.80368178
0.52644700,3.93577440,0.13282529,3.80294911
0.52694600,3.93503132,0.13281694,3.80221438
0.52744500,3.93428598,0.13280838,3.80147761
0.52794400,3.93353839,0.13279958,3.80073881
0.52844300,3.93278857,0.13279056,3.79999801
0.52894200,3.93203653,0.13278129,3.79925524
0.52944100,3.93128229,0.13277177,3.79851051
0.52994000,3.93052587,0.13276200,3.79776387
0.53043900,3.92976729,0.13275196,3.79701533
0.53093800,3.92900657,0.13274165,3.79626492
0.53143700,3.92824374,0.13273106,3.79551269
0.53193600,3.92747883,0.13272017,3.79475865
0.53243500,3.92671184,0.13270899,3.79400286
0.53293400,3.92594283,0.13269749,3.79324533
0.53343300,3.92517180,0.13268568,3.79248612
0.53393200,3.92439880,0.13267354,3.79172527
0.53443100,3.92362386,0.13266106,3.79096280
0.53493000,3.92284700,0.13264823,3.79019877
0.53542900,3.92206826,0.13263503,3.78943322
0.53592800,3.92128767,0.13262147,3.78866620
0.53642700,3.92050528,0.13260753,3.78789776
0.53692600,3.91972112,0.13259319,3.78712794
0.53742500,3.91893523,0.13257844,3.78635679
0.53792400,3.91814765,0.13256328,3.78558437
0.53842300,3.91735841,0.13254768,3.78481074
0.53892200,3.91656758,0.13253164,3.78403594
0.53942100,3.91577517,0.13251514,3.78326003
0.53992000,3.91498125,0.13249817,3.78248308
0.54041900,3.91418586,0.13248071,3.78170515
0.54091800,3.91338904,0.13246276,3.78092629
0.54141700,3.91259085,0.13244429,3.78014656
0.54191600,3.91179133,0.13242529,3.77936605
0.54241500,3.91099054,0.13240574,3.77858480
0.54291400,3.91018852,0.13238563,3.77780289
0.54341300,3.90938533,0.13236494,3.77702038
0.54391200,3.90858101,0.13234366,3.77623735
0.54441100,3.90777564,0.13232177,3.77545387
0.54491000,3.90696925,0.13229924,3.77467001
0.54540900,3.90616192,0.13227607,3.77388585
0.54590800,3.90535368,0.13225222,3.77310146
0.54640700,3.90454461,0.13222769,3.77231692
0.54690600,3.90373476,0.13220246,3.77153231
0.54740500,3.90292419,0.13217649,3.77074770
0.54790400,3.90211296,0.13214978,3.76996318
0.54840300,3.90130113,0.13212230,3.76917883
0.54890200,3.90048876,0.13209403,3.76839473
0.54940100,3.89967591,0.13206495,3.76761097
0.54990000,3.89886265,0.13203502,3.76682762
0.55039900,3.89804904,0.13200424,3.76604479
0.55089800,3.89723513,0.13197258,3.76526255
0.55139700,3.89642100,0.13194001,3.76448100
0.55189600,3.89560671,0.13190650,3.76370021
0.55239500,3.89479233,0.13187204,3.76292029
0.55289400,3.89397791,0.13183658,3.76214132
0.55339300,3.89316352,0.13180012,3.76136340
0.55389200,3.89234922,0.13176262,3.76058661
0.55439100,3.89153509,0.13172404,3.75981105
0.55489000,3.89072119,0.13168437,3.75903681
0.55538900,3.88990757,0.13164358,3.75826399
0.55588800,3.88909431,0.13160162,3.75749269
0.55638700,3.88828147,0.13155848,3.75672299
0.55688600,3.88746912,0.13151412,3.75595500
0.55738500,3.88665731,0.13146851,3.75518881
0.55788400,3.88584612,0.13142161,3.75442452
0.55838300,3.88503561,0.13137339,3.75366222
0.55888200,3.88422584,0.13132383,3.75290201
0.55938100,3.88341687,0.13127287,3.75214400
0.55988000,3.88260878,0.13122050,3.75138828
0.56037900,3.88180161,0.13116667,3.75063494
0.56087800,3.88099543,0.13111134,3.74988409
0.56137700,3.88019031,0.13105448,3.74913583
0.56187600,3.87938630,0.13099605,3.74839026
0.56237500,3.87858347,0.13093601,3.74764746
0.56287400,3.87778188,0.13087432,3.74690755
0.56337300,3.87698158,0.13081095,3.74617063
0.56387200,3.87618263,0.13074584,3.74543678
0.56437100,3.87538509,0.13067897,3.74470612
0.56487000,3.87458901,0.13061028,3.74397873
0.56536900,3.87379446,0.13053974,3.74325472
0.56586800,3.87300149,0.13046731,3.74253419
0.56636700,3.87221015,0.13039293,3.74181722
0.56686600,3.87142050,0.13031656,3.74110393
0.56736500,3.87063258,0.13023817,3.74039441
0.56786400,3.86984645,0.13015770,3.73968875
0.56836300,3.86906216,0.13007512,3.73898704
0.56886200,3.86827976,0.12999036,3.73828940
0.56936100,3.86749930,0.12990340,3.73759590
0.56986000,3.86672082,0.12981417,3.73690664
0.57035900,3.86594437,0.12972265,3.73622172
0.57085800,3.86516999,0.12962876,3.73554123
0.57135700,3.86439774,0.12953248,3.73486526
0.57185600,3.86362764,0.12943375,3.73419389
0.57235500,3.86285975,0.12933252,3.73352723
0.57285400,3.86209410,0.12922875,3.73286536
0.57335300,3.86133074,0.12912238,3.73220835
0.57385200,3.86056969,0.12901338,3.73155631
0.57435100,3.85981101,0.12890169,3.73090932
0.57485000,3.85905471,0.12878726,3.73026745
0.57534900,3.85830085,0.12867005,3.72963079
0.57584800,3.85754944,0.12855001,3.72899942
0.57634700,3.85680052,0.12842710,3.72837342
0.57684600,3.85605413,0.12830126,3.72775287
0.57734500,3.85531029,0.12817245,3.72713784
0.57784400,3.85456902,0.12804063,3.72652840
0.57834300,3.85383037,0.12790574,3.72592462
0.57884200,3.85309434,0.12776776,3.72532658
0.57934100,3.85236097,0.12762663,3.72473434
0.57984000,3.85163028,0.12748231,3.72414797
0.58033900,3.85090229,0.12733477,3.72356752
