coh_id,n1_bot,n2_bot,n4_top,n3_top,length,layer_idx
1079,415,335,2018,1938,6.455808000000004e-8,1
1080,335,255,1938,1858,6.455807999999997e-8,1
1081,255,175,1858,1778,6.455808000000001e-8,1
1082,175,95,1778,1698,6.455808e-8,1
1083,95,1615,1698,3218,1.22660352e-6,1
1084,1615,1455,3218,3058,1.291161600000002e-7,1
1085,1455,1295,3058,2898,1.291161600000001e-7,1
1086,1295,1135,2898,2738,1.2911616000000003e-7,1
1087,1135,975,2738,2578,1.2911615999999997e-7,1
1088,975,1536,2578,3139,4.6451310374720366e-7,1
1089,1536,1376,3139,2979,1.2911616000000027e-7,1
1090,1376,1216,2979,2819,1.2911615999999997e-7,1
1091,1216,1056,2819,2659,1.2911616e-7,1
1092,1056,896,2659,2499,1.2911616e-7,1
1093,896,1616,2499,3219,5.810227200000003e-7,1
1094,1616,416,3219,2019,9.683712000000003e-7,1
1095,416,336,2019,1939,6.455808e-8,1
1096,336,256,1939,1859,6.455808e-8,1
1097,256,1456,1859,3059,9.683711999999998e-7,1
1098,1456,176,3059,1779,1.03292928e-6,1
1099,176,1296,1779,2899,9.0381312e-7,1
1100,1296,96,2899,1699,9.683711999999998e-7,1
1101,96,1136,1699,2739,8.392550399999999e-7,1
1102,1136,976,2739,2579,1.2911616000000005e-7,1
1103,976,816,2579,2419,1.2911615999999992e-7,1
1104,816,736,2419,2339,6.455808000000001e-8,1
1105,736,656,2339,2259,6.455808e-8,1
1106,656,576,2259,2179,6.455807999999997e-8,1
1107,576,496,2179,2099,6.455807999999996e-8,1
1108,496,1537,2099,3140,8.442677279685133e-7,1
1109,1537,1217,3140,2820,2.5823231999999995e-7,1
1110,1217,897,2820,2500,2.5823232e-7,1
1111,897,1617,2500,3220,5.810227200000001e-7,1
1112,1617,1457,3220,3060,1.291161600000001e-7,1
1113,1457,1297,3060,2900,1.2911615999999992e-7,1
1114,1297,1137,2900,2740,1.2911615999999997e-7,1
1115,1137,977,2740,2580,1.2911616000000003e-7,1
1116,977,817,2580,2420,1.2911615999999995e-7,1
1117,817,737,2420,2340,6.455808000000005e-8,1
1118,737,657,2340,2260,6.455807999999993e-8,1
1119,657,577,2260,2180,6.455808000000007e-8,1
1120,577,497,2180,2100,6.455807999999993e-8,1
1121,497,417,2100,2020,6.455807999999996e-8,1
1122,417,337,2020,1940,6.455808000000001e-8,1
1123,337,257,1940,1860,6.455808e-8,1
1124,257,177,1860,1780,6.455808e-8,1
1125,177,97,1780,1700,6.455808000000003e-8,1
1126,97,1377,1700,2980,1.03292928e-6,1
1127,1377,1057,2980,2660,2.5823232e-7,1
1128,1057,1618,2660,3221,4.657211120103154e-7,1
1129,1618,1458,3221,3061,1.2911616000000019e-7,1
1130,1458,1298,3061,2901,1.2911615999999984e-7,1
1131,1298,1138,2901,2741,1.2911616000000003e-7,1
1132,1138,978,2741,2581,1.2911615999999992e-7,1
1133,978,818,2581,2421,1.2911616000000005e-7,1
1134,818,738,2421,2341,6.455807999999992e-8,1
1135,738,658,2341,2261,6.455808000000005e-8,1
1136,658,578,2261,2181,6.455807999999997e-8,1
1137,578,498,2181,2101,6.455807999999997e-8,1
1138,498,418,2101,2021,6.455808000000001e-8,1
1139,418,1538,2021,3141,9.0381312e-7,1
1140,1538,338,3141,1941,9.683711999999998e-7,1
1141,338,98,1941,1701,1.9367423999999994e-7,1
1142,98,258,1701,1861,1.2911616e-7,1
1143,258,1378,1861,2981,9.038131199999998e-7,1
1144,1378,178,2981,1781,9.683711999999998e-7,1
1145,178,1218,1781,2821,8.392550399999999e-7,1
1146,1218,1058,2821,2661,1.2911615999999995e-7,1
1147,1058,898,2661,2501,1.2911616e-7,1
1148,898,1619,2501,3222,5.909170399315559e-7,1
1149,1619,1459,3222,3062,1.2911615999999995e-7,1
1150,1459,1299,3062,2902,1.2911616000000005e-7,1
1151,1299,1139,2902,2742,1.2911616e-7,1
1152,1139,979,2742,2582,1.2911615999999987e-7,1
1153,979,1539,2582,3142,4.5190656e-7,1
1154,1539,1379,3142,2982,1.2911616000000008e-7,1
1155,1379,1219,2982,2822,1.2911615999999992e-7,1
1156,1219,1059,2822,2662,1.2911616000000005e-7,1
1157,1059,899,2662,2502,1.2911616000000003e-7,1
1158,899,819,2502,2422,6.455807999999996e-8,1
1159,819,739,2422,2342,6.455807999999996e-8,1
1160,739,659,2342,2262,6.45580800000001e-8,1
1161,659,579,2262,2182,6.455807999999988e-8,1
1162,579,499,2182,2102,6.455808000000003e-8,1
1163,499,179,2102,1782,2.5823232e-7,1
1164,179,99,1782,1702,6.455807999999997e-8,1
1165,99,419,1702,2022,2.5823231999999995e-7,1
1166,419,339,2022,1942,6.455807999999997e-8,1
1167,339,259,1942,1862,6.455807999999997e-8,1
1168,259,1540,1862,3143,1.0362672144133326e-6,1
1169,1540,1380,3143,2983,1.2911615999999984e-7,1
1170,1380,1220,2983,2823,1.2911616000000005e-7,1
1171,1220,1060,2823,2663,1.2911616000000013e-7,1
1172,1060,900,2663,2503,1.291161599999999e-7,1
1173,900,820,2503,2423,6.455807999999993e-8,1
1174,820,740,2423,2343,6.455808000000007e-8,1
1175,740,660,2343,2263,6.455808000000007e-8,1
1176,660,580,2263,2183,6.455807999999992e-8,1
1177,580,500,2183,2103,6.455807999999999e-8,1
1178,500,260,2103,1863,1.9367424000000001e-7,1
1179,260,180,1863,1783,6.455807999999996e-8,1
1180,180,100,1783,1703,6.455807999999997e-8,1
1181,100,1620,1703,3223,1.2266035199999997e-6,1
1182,1620,420,3223,2023,9.683711999999998e-7,1
1183,420,340,2023,1943,6.455808000000009e-8,1
1184,340,1460,1943,3063,9.038131200000001e-7,1
1185,1460,1300,3063,2903,1.2911616e-7,1
1186,1300,1140,2903,2743,1.2911616000000005e-7,1
1187,1140,980,2743,2583,1.2911615999999997e-7,1
1188,980,1541,2583,3144,4.645851891368866e-7,1
1189,1541,1381,3144,2984,1.2911616e-7,1
1190,1381,1221,2984,2824,1.2911616e-7,1
1191,1221,1061,2824,2664,1.2911616e-7,1
1192,1061,901,2664,2504,1.2911616e-7,1
1193,901,1621,2504,3224,5.8102272e-7,1
1194,1621,1461,3224,3064,1.2911616e-7,1
1195,1461,1301,3064,2904,1.2911616e-7,1
1196,1301,1141,2904,2744,1.2911616e-7,1
1197,1141,981,2744,2584,1.2911616e-7,1
1198,981,261,2584,1864,5.8102272e-7,1
1199,261,821,1864,2424,4.5190656e-7,1
1200,821,181,2424,1784,5.1646464e-7,1
1201,181,741,1784,2344,4.5190656e-7,1
1202,741,101,2344,1704,5.1646464e-7,1
1203,101,661,1704,2264,4.5190656e-7,1
1204,661,581,2264,2184,6.455808e-8,1
1205,581,501,2184,2104,6.455808e-8,1
1206,501,421,2104,2024,6.455808e-8,1
1207,421,341,2024,1944,6.455808e-8,1
1208,341,1622,1944,3225,1.0366962249090987e-6,1
1209,1622,1462,3225,3065,1.2911615999999997e-7,1
1210,1462,1302,3065,2905,1.2911616e-7,1
1211,1302,1142,2905,2745,1.2911616e-7,1
1212,1142,982,2745,2585,1.2911616e-7,1
1213,982,822,2585,2425,1.2911616e-7,1
1214,822,742,2425,2345,6.455808000000005e-8,1
1215,742,662,2345,2265,6.455807999999992e-8,1
1216,662,582,2265,2185,6.455808e-8,1
1217,582,502,2185,2105,6.455808e-8,1
1218,502,422,2105,2025,6.455808e-8,1
1219,422,342,2025,1945,6.455808e-8,1
1220,342,102,1945,1705,1.9367424e-7,1
1221,102,262,1705,1865,1.2911616000000003e-7,1
1222,262,182,1865,1785,6.455807999999997e-8,1
1223,182,1542,1785,3145,1.0974873599999998e-6,1
1224,1542,1382,3145,2985,1.2911615999999984e-7,1
1225,1382,1222,2985,2825,1.2911615999999992e-7,1
1226,1222,1062,2825,2665,1.2911616000000013e-7,1
1227,1062,902,2665,2505,1.2911615999999992e-7,1
1228,902,1623,2505,3226,5.909624420468917e-7,1
1229,1623,1463,3226,3066,1.2911615999999987e-7,1
1230,1463,1303,3066,2906,1.2911616000000005e-7,1
1231,1303,1143,2906,2746,1.2911616e-7,1
1232,1143,983,2746,2586,1.2911615999999995e-7,1
1233,983,423,2586,2026,4.5190656e-7,1
1234,423,343,2026,1946,6.455808000000005e-8,1
1235,343,1543,1946,3146,9.683712e-7,1
1236,1543,263,3146,1866,1.03292928e-6,1
1237,263,183,1866,1786,6.455808e-8,1
1238,183,1383,1786,2986,9.683711999999998e-7,1
1239,1383,1223,2986,2826,1.2911615999999992e-7,1
1240,1223,1063,2826,2666,1.2911616000000003e-7,1
1241,1063,103,2666,1706,7.7469696e-7,1
1242,103,903,1706,2506,6.455807999999999e-7,1
1243,903,823,2506,2426,6.45580800000001e-8,1
1244,823,743,2426,2346,6.455807999999988e-8,1
1245,743,663,2346,2266,6.455808000000003e-8,1
1246,663,583,2266,2186,6.455808000000004e-8,1
1247,583,503,2186,2106,6.45580799999999e-8,1
1248,503,1544,2106,3147,8.443153338220742e-7,1
1249,1544,1384,3147,2987,1.2911615999999982e-7,1
1250,1384,1224,2987,2827,1.2911616000000005e-7,1
1251,1224,1064,2827,2667,1.2911616000000003e-7,1
1252,1064,904,2667,2507,1.2911615999999995e-7,1
1253,904,824,2507,2427,6.455808000000003e-8,1
1254,824,744,2427,2347,6.455807999999992e-8,1
1255,744,664,2347,2267,6.455808000000007e-8,1
1256,664,584,2267,2187,6.455807999999993e-8,1
1257,584,504,2187,2107,6.455808e-8,1
1258,504,424,2107,2027,6.455808000000001e-8,1
1259,424,344,2027,1947,6.455807999999999e-8,1
1260,344,264,1947,1867,6.455808e-8,1
1261,264,184,1867,1787,6.455808e-8,1
1262,184,104,1787,1707,6.455807999999999e-8,1
1263,104,1624,1707,3227,1.2266035199999999e-6,1
1264,1624,1464,3227,3067,1.2911616000000008e-7,1
1265,1464,1304,3067,2907,1.2911615999999992e-7,1
1266,1304,1144,2907,2747,1.2911616e-7,1
1267,1144,984,2747,2587,1.2911616000000003e-7,1
1268,984,1545,2587,3148,4.6464300493255654e-7,1
1269,1545,1385,3148,2988,1.2911615999999987e-7,1
1270,1385,1225,2988,2828,1.2911616000000003e-7,1
1271,1225,1065,2828,2668,1.2911615999999992e-7,1
1272,1065,905,2668,2508,1.2911616000000005e-7,1
1273,905,745,2508,2348,1.2911616e-7,1
1274,745,585,2348,2188,1.2911616e-7,1
1275,585,1625,2188,3228,8.392550399999999e-7,1
1276,1625,425,3228,2028,9.683711999999998e-7,1
1277,425,345,2028,1948,6.455807999999993e-8,1
1278,345,265,1948,1868,6.455807999999996e-8,1
1279,265,1465,1868,3068,9.683711999999998e-7,1
1280,1465,185,3068,1788,1.03292928e-6,1
1281,185,105,1788,1708,6.455808000000003e-8,1
1282,105,1305,1708,2908,9.683711999999998e-7,1
1283,1305,1145,2908,2748,1.2911615999999992e-7,1
1284,1145,985,2748,2588,1.2911616000000003e-7,1
1285,985,825,2588,2428,1.2911615999999992e-7,1
1286,825,665,2428,2268,1.2911616000000003e-7,1
1287,665,505,2268,2108,1.2911616000000003e-7,1
1288,505,1546,2108,3149,8.443289777980412e-7,1
1289,1546,1386,3149,2989,1.291161600000001e-7,1
1290,1386,1226,2989,2829,1.2911615999999992e-7,1
1291,1226,1066,2829,2669,1.2911616e-7,1
1292,1066,906,2669,2509,1.2911616000000005e-7,1
1293,906,1626,2509,3229,5.810227199999999e-7,1
1294,1626,1466,3229,3069,1.2911615999999992e-7,1
1295,1466,1306,3069,2909,1.2911615999999984e-7,1
1296,1306,1146,2909,2749,1.2911616000000008e-7,1
1297,1146,986,2749,2589,1.2911615999999995e-7,1
1298,986,826,2589,2429,1.2911616e-7,1
1299,826,746,2429,2349,6.455808000000009e-8,1
1300,746,666,2349,2269,6.455807999999991e-8,1
1301,666,586,2269,2189,6.455808000000004e-8,1
1302,586,506,2189,2109,6.455807999999997e-8,1
1303,506,426,2109,2029,6.455808000000001e-8,1
1304,426,346,2029,1949,6.455808000000001e-8,1
1305,346,266,1949,1869,6.455807999999992e-8,1
1306,266,106,1869,1709,1.291161600000001e-7,1
1307,106,186,1709,1789,6.455808000000009e-8,1
1308,186,1627,1789,3230,1.1649469939615708e-6,1
1309,1627,1467,3230,3070,1.2911615999999997e-7,1
1310,1467,1307,3070,2910,1.2911616e-7,1
1311,1307,1147,2910,2750,1.2911616e-7,1
1312,1147,987,2750,2590,1.2911616e-7,1
1313,987,667,2590,2270,2.5823232000000005e-7,1
1314,667,747,2270,2350,6.455808000000003e-8,1
1315,747,827,2350,2430,6.455807999999996e-8,1
1316,827,587,2430,2190,1.9367423999999994e-7,1
1317,587,507,2190,2110,6.455808000000001e-8,1
1318,507,107,2110,1710,3.2279040000000007e-7,1
1319,107,347,1710,1950,1.9367424e-7,1
1320,347,427,1950,2030,6.455808000000003e-8,1
1321,427,1547,2030,3150,9.0381312e-7,1
1322,1547,267,3150,1870,1.03292928e-6,1
1323,267,187,1870,1790,6.455808000000003e-8,1
1324,187,1227,1790,2830,8.392550399999999e-7,1
1325,1227,1387,2830,2990,1.2911615999999992e-7,1
1326,1387,1067,2990,2670,2.582323199999999e-7,1
1327,1067,907,2670,2510,1.2911616e-7,1
1328,907,1628,2510,3231,5.910193426339534e-7,1
1329,1628,1468,3231,3071,1.2911615999999987e-7,1
1330,1468,1308,3071,2911,1.2911616000000013e-7,1
1331,1308,1148,2911,2751,1.2911615999999992e-7,1
1332,1148,988,2751,2591,1.2911616e-7,1
1333,988,1548,2591,3151,4.5190656e-7,1
1334,1548,1228,3151,2831,2.5823232e-7,1
1335,1228,1388,2831,2991,1.2911616e-7,1
1336,1388,908,2991,2511,3.8734848e-7,1
1337,908,1068,2511,2671,1.2911616000000003e-7,1
1338,1068,188,2671,1791,7.101388800000001e-7,1
1339,188,268,1791,1871,6.455808000000005e-8,1
1340,268,668,1871,2271,3.227904e-7,1
1341,668,748,2271,2351,6.455807999999999e-8,1
1342,748,828,2351,2431,6.455808e-8,1
1343,828,108,2431,1711,5.810227200000001e-7,1
1344,108,588,1711,2191,3.8734848000000003e-7,1
1345,588,348,2191,1951,1.9367424e-7,1
1346,348,428,1951,2031,6.455808e-8,1
1347,428,508,2031,2111,6.455807999999999e-8,1
1348,508,1549,2111,3152,8.443494790115113e-7,1
1349,1549,1389,3152,2992,1.2911616000000003e-7,1
1350,1389,1229,2992,2832,1.2911616e-7,1
1351,1229,909,2832,2512,2.5823232000000005e-7,1
1352,909,1069,2512,2672,1.2911616000000005e-7,1
1353,1069,749,2672,2352,2.5823232e-7,1
1354,749,829,2352,2432,6.455808000000001e-8,1
1355,829,669,2432,2272,1.2911615999999995e-7,1
1356,669,509,2272,2112,1.2911616000000003e-7,1
1357,509,589,2112,2192,6.455808000000003e-8,1
1358,589,349,2192,1952,1.9367424e-7,1
1359,349,429,1952,2032,6.455807999999997e-8,1
1360,429,269,2032,1872,1.2911616e-7,1
1361,269,109,1872,1712,1.2911616000000005e-7,1
1362,109,189,1712,1792,6.455807999999999e-8,1
1363,189,1629,1792,3232,1.1620454400000001e-6,1
1364,1629,1469,3232,3072,1.2911616000000005e-7,1
1365,1469,1309,3072,2912,1.2911615999999997e-7,1
1366,1309,1149,2912,2752,1.2911616000000003e-7,1
1367,1149,989,2752,2592,1.2911616e-7,1
1368,989,1550,2592,3153,4.6471545895177316e-7,1
1369,1550,1390,3153,2993,1.2911616000000003e-7,1
1370,1390,1230,2993,2833,1.2911616000000005e-7,1
1371,1230,910,2833,2513,2.5823232e-7,1
1372,910,1070,2513,2673,1.2911616e-7,1
1373,1070,350,2673,1953,5.810227199999999e-7,1
1374,350,430,1953,2033,6.455807999999995e-8,1
1375,430,1630,2033,3233,9.683711999999998e-7,1
1376,1630,1470,3233,3073,1.2911616e-7,1
1377,1470,1310,3073,2913,1.2911616000000008e-7,1
1378,1310,1150,2913,2753,1.2911615999999997e-7,1
1379,1150,990,2753,2593,1.2911615999999995e-7,1
1380,990,110,2593,1713,7.1013888e-7,1
1381,110,270,1713,1873,1.2911616000000005e-7,1
1382,270,830,1873,2433,4.5190656e-7,1
1383,830,190,2433,1793,5.1646464e-7,1
1384,190,670,1793,2273,3.8734848000000003e-7,1
1385,670,750,2273,2353,6.455807999999997e-8,1
1386,750,510,2353,2113,1.9367424e-7,1
1387,510,590,2113,2193,6.455808e-8,1
1388,590,1631,2193,3234,8.449262131056178e-7,1
1389,1631,1471,3234,3074,1.2911615999999995e-7,1
1390,1471,1311,3074,2914,1.2911616000000013e-7,1
1391,1311,1151,2914,2754,1.2911615999999995e-7,1
1392,1151,991,2754,2594,1.2911615999999995e-7,1
1393,991,831,2594,2434,1.2911616000000003e-7,1
1394,831,671,2434,2274,1.2911615999999992e-7,1
1395,671,751,2274,2354,6.455807999999997e-8,1
1396,751,511,2354,2114,1.9367424e-7,1
1397,511,591,2114,2194,6.455808000000001e-8,1
1398,591,351,2194,1954,1.9367424e-7,1
1399,351,431,1954,2034,6.455808000000001e-8,1
1400,431,271,2034,1874,1.2911616000000005e-7,1
1401,271,191,1874,1794,6.455808000000007e-8,1
1402,191,111,1794,1714,6.455807999999997e-8,1
1403,111,1551,1714,3154,1.16204544e-6,1
1404,1551,1391,3154,2994,1.2911616000000005e-7,1
1405,1391,1231,2994,2834,1.2911615999999992e-7,1
1406,1231,911,2834,2514,2.582323199999999e-7,1
1407,911,1071,2514,2674,1.2911615999999995e-7,1
1408,1071,1632,2674,3235,4.659328349476114e-7,1
1409,1632,1472,3235,3075,1.2911615999999995e-7,1
1410,1472,1312,3075,2915,1.2911615999999997e-7,1
1411,1312,1152,2915,2755,1.2911616e-7,1
1412,1152,992,2755,2595,1.2911616e-7,1
1413,992,352,2595,1955,5.1646464e-7,1
1414,352,432,1955,2035,6.455807999999999e-8,1
1415,432,1552,2035,3155,9.0381312e-7,1
1416,1552,272,3155,1875,1.03292928e-6,1
1417,272,1392,1875,2995,9.0381312e-7,1
1418,1392,192,2995,1795,9.683711999999998e-7,1
1419,192,1232,1795,2835,8.392550399999999e-7,1
1420,1232,112,2835,1715,9.038131200000001e-7,1
1421,112,912,1715,2515,6.455807999999999e-7,1
1422,912,1072,2515,2675,1.291161600000001e-7,1
1423,1072,832,2675,2435,1.9367424000000007e-7,1
1424,832,592,2435,2195,1.9367424e-7,1
1425,592,672,2195,2275,6.455808000000001e-8,1
1426,672,752,2275,2355,6.455808e-8,1
1427,752,512,2355,2115,1.9367423999999994e-7,1
1428,512,1473,2115,3076,7.799860862136037e-7,1
1429,1473,1153,3076,2756,2.5823232e-7,1
1430,1153,1553,2756,3156,3.227903999999999e-7,1
1431,1553,1393,3156,2996,1.2911615999999992e-7,1
1432,1393,1233,2996,2836,1.291161600000001e-7,1
1433,1233,913,2836,2516,2.5823232e-7,1
1434,913,1073,2516,2676,1.291161600000001e-7,1
1435,1073,833,2676,2436,1.9367424000000001e-7,1
1436,833,673,2436,2276,1.2911616e-7,1
1437,673,753,2276,2356,6.455808000000001e-8,1
1438,753,513,2356,2116,1.9367424e-7,1
1439,513,593,2116,2196,6.455808e-8,1
1440,593,353,2196,1956,1.9367424000000007e-7,1
1441,353,433,1956,2036,6.455808000000009e-8,1
1442,433,273,2036,1876,1.2911616000000008e-7,1
1443,273,113,1876,1716,1.2911616e-7,1
1444,113,193,1716,1796,6.455807999999997e-8,1
1445,193,1633,1796,3236,1.16204544e-6,1
1446,1633,1313,3236,2916,2.5823232000000005e-7,1
1447,1313,993,2916,2596,2.582323199999999e-7,1
1448,993,1554,2596,3157,4.647735695270978e-7,1
1449,1554,1394,3157,2997,1.2911616000000005e-7,1
1450,1394,1234,2997,2837,1.291161600000001e-7,1
1451,1234,1074,2837,2677,1.2911615999999984e-7,1
1452,1074,834,2677,2437,1.9367424000000007e-7,1
1453,834,914,2437,2517,6.455808000000003e-8,1
1454,914,674,2517,2277,1.9367424000000007e-7,1
1455,674,754,2277,2357,6.455808000000007e-8,1
1456,754,514,2357,2117,1.9367424000000001e-7,1
1457,514,594,2117,2197,6.455808e-8,1
1458,594,354,2197,1957,1.9367424000000001e-7,1
1459,354,434,1957,2037,6.455808000000008e-8,1
1460,434,1474,2037,3077,8.392550399999999e-7,1
1461,1474,1634,3077,3237,1.2911615999999992e-7,1
1462,1634,114,3237,1717,1.2266035199999999e-6,1
1463,114,274,1717,1877,1.2911616000000003e-7,1
1464,274,194,1877,1797,6.455808e-8,1
1465,194,1314,1797,2917,9.0381312e-7,1
1466,1314,1154,2917,2757,1.2911615999999987e-7,1
1467,1154,994,2757,2597,1.2911616e-7,1
1468,994,1555,2597,3158,4.6478811763119526e-7,1
1469,1555,1395,3158,2998,1.2911616000000005e-7,1
1470,1395,1235,2998,2838,1.2911615999999992e-7,1
1471,1235,1075,2838,2678,1.2911616000000003e-7,1
1472,1075,915,2678,2518,1.2911616000000003e-7,1
1473,915,1635,2518,3238,5.810227200000001e-7,1
1474,1635,1475,3238,3078,1.2911616000000003e-7,1
1475,1475,1315,3078,2918,1.2911615999999995e-7,1
1476,1315,1155,2918,2758,1.2911616000000005e-7,1
1477,1155,995,2758,2598,1.2911616e-7,1
1478,995,835,2598,2438,1.2911615999999992e-7,1
1479,835,675,2438,2278,1.2911616000000003e-7,1
1480,675,755,2278,2358,6.455808000000001e-8,1
1481,755,515,2358,2118,1.9367424e-7,1
1482,515,595,2118,2198,6.455807999999997e-8,1
1483,595,115,2198,1718,3.8734848000000014e-7,1
1484,115,355,1718,1958,1.9367424000000001e-7,1
1485,355,435,1958,2038,6.455808000000004e-8,1
1486,435,195,2038,1798,1.9367424000000007e-7,1
1487,195,275,1798,1878,6.455808e-8,1
1488,275,1476,1878,3079,9.718511485036263e-7,1
1489,1476,1636,3079,3239,1.2911616e-7,1
1490,1636,1316,3239,2919,2.5823232e-7,1
1491,1316,1156,2919,2759,1.2911615999999995e-7,1
1492,1156,996,2759,2599,1.2911616e-7,1
1493,996,836,2599,2439,1.2911616e-7,1
1494,836,676,2439,2279,1.2911616000000008e-7,1
1495,676,756,2279,2359,6.45580800000001e-8,1
1496,756,516,2359,2119,1.9367424000000001e-7,1
1497,516,596,2119,2199,6.455807999999995e-8,1
1498,596,196,2199,1799,3.2279040000000007e-7,1
1499,196,276,1799,1879,6.455808000000005e-8,1
1500,276,116,1879,1719,1.2911616e-7,1
1501,116,356,1719,1959,1.9367424e-7,1
1502,356,436,1959,2039,6.455808000000007e-8,1
1503,436,1556,2039,3159,9.038131199999998e-7,1
1504,1556,1396,3159,2999,1.2911615999999992e-7,1
1505,1396,1236,2999,2839,1.2911615999999995e-7,1
1506,1236,916,2839,2519,2.5823232e-7,1
1507,916,1076,2519,2679,1.2911616000000008e-7,1
1508,1076,1637,2679,3240,4.66008836209716e-7,1
1509,1637,1477,3240,3080,1.2911615999999987e-7,1
1510,1477,1317,3080,2920,1.2911616000000003e-7,1
1511,1317,1157,2920,2760,1.2911616e-7,1
1512,1157,997,2760,2600,1.2911615999999992e-7,1
1513,997,1557,2600,3160,4.5190656e-7,1
1514,1557,1397,3160,3000,1.2911615999999997e-7,1
1515,1397,1237,3000,2840,1.291161600000001e-7,1
1516,1237,1077,2840,2680,1.2911615999999992e-7,1
1517,1077,917,2680,2520,1.2911616000000003e-7,1
1518,917,197,2520,1800,5.8102272e-7,1
1519,197,277,1800,1880,6.455808e-8,1
1520,277,837,1880,2440,4.519065600000001e-7,1
1521,837,117,2440,1720,5.810227200000001e-7,1
1522,117,677,1720,2280,4.5190656000000004e-7,1
1523,677,757,2280,2360,6.455808000000007e-8,1
1524,757,517,2360,2120,1.9367424e-7,1
1525,517,597,2120,2200,6.455807999999996e-8,1
1526,597,357,2200,1960,1.9367424000000007e-7,1
1527,357,437,1960,2040,6.455808000000007e-8,1
1528,437,1558,2040,3161,9.083124517394616e-7,1
1529,1558,1398,3161,3001,1.2911615999999995e-7,1
1530,1398,1238,3001,2841,1.2911616e-7,1
1531,1238,1078,2841,2681,1.2911616e-7,1
1532,1078,918,2681,2521,1.2911616000000003e-7,1
1533,918,838,2521,2441,6.455808e-8,1
1534,838,678,2441,2281,1.2911615999999992e-7,1
1535,678,758,2281,2361,6.455807999999997e-8,1
1536,758,518,2361,2121,1.9367424000000001e-7,1
1537,518,598,2121,2201,6.455808000000009e-8,1
1538,598,358,2201,1961,1.9367424000000017e-7,1
1539,358,438,1961,2041,6.455808000000012e-8,1
1540,438,118,2041,1721,2.5823232000000005e-7,1
1541,118,198,1721,1801,6.455807999999997e-8,1
1542,198,278,1801,1881,6.455808000000001e-8,1
1543,278,1638,1881,3241,1.09748736e-6,1
1544,1638,1478,3241,3081,1.2911615999999997e-7,1
1545,1478,1318,3081,2921,1.2911615999999995e-7,1
1546,1318,1158,2921,2761,1.2911616000000005e-7,1
1547,1158,998,2761,2601,1.2911615999999995e-7,1
1548,998,1559,2601,3162,4.6484639186559887e-7,1
1549,1559,1399,3162,3002,1.291161599999999e-7,1
1550,1399,1239,3002,2842,1.291161600000001e-7,1
1551,1239,1079,2842,2682,1.2911616e-7,1
1552,1079,919,2682,2522,1.2911616e-7,1
1553,919,1639,2522,3242,5.810227200000001e-7,1
1554,1639,359,3242,1962,1.03292928e-6,1
1555,359,439,1962,2042,6.455808e-8,1
1556,439,279,2042,1882,1.2911616000000003e-7,1
1557,279,1479,1882,3082,9.683711999999998e-7,1
1558,1479,199,3082,1802,1.03292928e-6,1
1559,199,1319,1802,2922,9.038131200000001e-7,1
1560,1319,1159,2922,2762,1.2911616000000003e-7,1
1561,1159,119,2762,1722,8.392550400000002e-7,1
1562,119,999,1722,2602,7.1013888e-7,1
1563,999,839,2602,2442,1.2911615999999992e-7,1
1564,839,679,2442,2282,1.2911616000000005e-7,1
1565,679,759,2282,2362,6.455808000000001e-8,1
1566,759,519,2362,2122,1.9367423999999994e-7,1
1567,519,599,2122,2202,6.455807999999993e-8,1
1568,599,1640,2202,3243,8.449914349336673e-7,1
1569,1640,1480,3243,3083,1.2911616e-7,1
1570,1480,1320,3083,2923,1.2911615999999997e-7,1
1571,1320,1160,2923,2763,1.2911616000000013e-7,1
1572,1160,1000,2763,2603,1.2911615999999995e-7,1
1573,1000,840,2603,2443,1.2911615999999995e-7,1
1574,840,680,2443,2283,1.2911616e-7,1
1575,680,760,2283,2363,6.455807999999991e-8,1
1576,760,520,2363,2123,1.9367423999999988e-7,1
1577,520,600,2123,2203,6.455808000000005e-8,1
1578,600,360,2203,1963,1.9367424000000017e-7,1
1579,360,440,1963,2043,6.455808000000005e-8,1
1580,440,200,2043,1803,1.9367424000000001e-7,1
1581,200,280,1803,1883,6.455807999999993e-8,1
1582,280,120,1883,1723,1.2911615999999995e-7,1
1583,120,1560,1723,3163,1.16204544e-6,1
1584,1560,1400,3163,3003,1.2911616e-7,1
1585,1400,1240,3003,2843,1.2911616000000005e-7,1
1586,1240,1080,2843,2683,1.2911615999999995e-7,1
1587,1080,920,2683,2523,1.2911615999999987e-7,1
1588,920,1641,2523,3244,5.911680531371235e-7,1
1589,1641,1481,3244,3084,1.2911616e-7,1
1590,1481,1321,3084,2924,1.2911616e-7,1
1591,1321,1161,2924,2764,1.2911616e-7,1
1592,1161,1001,2764,2604,1.2911616e-7,1
1593,1001,841,2604,2444,1.2911616000000005e-7,1
1594,841,681,2444,2284,1.2911615999999992e-7,1
1595,681,521,2284,2124,1.2911616e-7,1
1596,521,361,2124,1964,1.2911616000000005e-7,1
1597,361,441,1964,2044,6.455808000000007e-8,1
1598,441,1561,2044,3164,9.0381312e-7,1
1599,1561,201,3164,1804,1.09748736e-6,1
1600,201,281,1804,1884,6.455808e-8,1
1601,281,1401,1884,3004,9.0381312e-7,1
1602,1401,121,3004,1724,1.03292928e-6,1
