time_s,T_2d_equiv_K,T_edge_K,T_lumped_K,T_pybamm_K,Pin_2d_W,Pout_2d_W,Pnet_2d_W,Pin_lumped_W,Pout_lumped_W,Pnet_lumped_W,Pnet_pybamm_equiv_W,P_rxn_2d_W,P_ohm_2d_W,P_rev_2d_W,Q_total_pybamm_W,Q_ohmic_pybamm_W,Q_irreversible_pybamm_W,Q_reversible_pybamm_W
1129.5,305.0561118,304.8835581,303.9468756,307.9815,0.4529346891,0.3116180708,0.1413166183,0.3696999104,0.2764807443,0.09321916608,0.144901403,0.3189006493,0.1340340398,0,0.64816555,0.31346715,0.33469745,0
1139.5,305.0784109,304.9052935,303.9660096,308.01055,0.4525212175,0.3126239901,0.1398972275,0.3692643383,0.277393335,0.09187100337,0.1424475266,0.318487176,0.1340340415,0,0.64768405,0.31348415,0.33419985,0
1149.5,305.1003829,304.92671,303.9848665,308.03955,0.4521165687,0.3136151485,0.1385014202,0.3688382062,0.2782927116,0.09054549459,0.1399936501,0.3180825255,0.1340340432,0,0.64721445,0.31350115,0.3337133,0
1159.5,305.1220332,304.9478128,304.003451,308.0676,0.4517207595,0.3145917923,0.1371289672,0.3684215411,0.2791790964,0.08924244465,0.1375397737,0.3176867146,0.1340340449,0,0.64675495,0.3135172,0.3332368,0
1169.5,305.1433669,304.9686072,304.0217678,308.0956,0.4513335775,0.3155541593,0.1357794181,0.3680141163,0.2800527088,0.08796140743,0.1350858973,0.3172995309,0.1340340466,0,0.64630545,0.3135332,0.3327722,0
1179.5,305.1643894,304.9890982,304.0398212,308.12265,0.4509550426,0.3165024886,0.134452554,0.3676159621,0.2809137648,0.08670219732,0.1326320209,0.3169209944,0.1340340482,0,0.6458669,0.3135492,0.3323177,0
1189.5,305.1851059,305.0092909,304.0576159,308.14965,0.4505849482,0.3174370112,0.133147937,0.3672268577,0.2817624774,0.08546438033,0.1301781444,0.3165508983,0.1340340498,0,0.64543935,0.3135652,0.33187415,0
1199.5,305.2055214,305.0291903,304.0751562,308.1757,0.4502233173,0.3183579591,0.1318653581,0.3668468366,0.2825990566,0.08424777997,0.1300554506,0.3161892658,0.1340340514,0,0.6450209,0.31358025,0.33144065,0
1209.5,305.2256411,305.0488012,304.0924464,308.20265,0.4498699485,0.3192655568,0.1306043917,0.3664756835,0.2834237095,0.08305197395,0.127724268,0.3158358955,0.134034053,0,0.6446124,0.31359525,0.33101715,0
1219.5,305.2454697,305.0681285,304.1094908,308.22775,0.449524868,0.3201600297,0.1293648383,0.3661134348,0.2842366402,0.08187679456,0.122939209,0.3154908134,0.1340340546,0,0.6442139,0.31361025,0.33060365,0
1229.5,305.2650122,305.0871769,304.1262937,308.25275,0.4491878797,0.3210415956,0.1281462841,0.3657598809,0.28503805,0.08072183087,0.1226938213,0.3151538235,0.1340340562,0,0.64382445,0.3136243,0.33020015,0
1239.5,305.2842735,305.1059512,304.1428592,308.27775,0.4488590123,0.3219104736,0.1269485387,0.3654150609,0.2858281373,0.07958692359,0.1226938213,0.3148249546,0.1340340577,0,0.64344495,0.31363925,0.3298057,0
1249.5,305.3032582,305.1244559,304.1591914,308.30275,0.4485380751,0.3227668754,0.1257711997,0.3650787707,0.2866070979,0.07847167275,0.1203626387,0.3145040158,0.1340340593,0,0.6430745,0.3136533,0.3294212,0
1259.5,305.321971,305.1426957,304.1752943,308.3268,0.4482250993,0.3236110137,0.1246140856,0.3647510519,0.2873751247,0.0773759272,0.1179087623,0.3141910385,0.1340340608,0,0.64271305,0.3136673,0.32904575,0
1269.5,305.3404165,305.1606748,304.191172,308.3508,0.4479198991,0.3244430941,0.1234768049,0.3644317055,0.2881324079,0.0762992976,0.1154548859,0.3138858368,0.1340340623,0,0.64236155,0.31368035,0.32868025,0
1279.5,305.3585993,305.1783979,304.2068284,308.37385,0.4476225084,0.3252633235,0.1223591849,0.3641207759,0.2888791353,0.07524164059,0.1130010094,0.3135884446,0.1340340638,0,0.64201815,0.3136943,0.3283238,0
1289.5,305.3765239,305.1958693,304.2222673,308.39685,0.4473327462,0.3260719016,0.1212608446,0.3638180691,0.2896154919,0.07420257715,0.1128783156,0.3132986809,0.1340340652,0,0.64168465,0.31370735,0.3279773,0
1299.5,305.3941945,305.2130932,304.2374926,308.41985,0.4470506487,0.3268690293,0.1201816194,0.3635236318,0.2903416603,0.07318197144,0.110547133,0.313016582,0.1340340667,0,0.64135925,0.31372035,0.3276389,0
1309.5,305.4116157,305.2300739,304.2525081,308.4419,0.4467760397,0.3276549008,0.1191211389,0.3632372749,0.2910578205,0.0721794544,0.1080932566,0.3127419716,0.1340340681,0,0.64104375,0.31373335,0.3273104,0
1319.5,305.4287917,305.2468157,304.2673175,308.4639,0.4465089578,0.3284297115,0.1180792462,0.3629590476,0.2917641501,0.07119489746,0.1056393802,0.3124748882,0.1340340696,0,0.64073635,0.31374635,0.32699,0
1329.5,305.4457266,305.2633225,304.2819244,308.48495,0.4462492311,0.32919365,0.1170555811,0.3626887655,0.2924608243,0.07022794122,0.1055166863,0.3122151601,0.134034071,0,0.6404379,0.3137584,0.3266795,0
1339.5,305.4624248,305.2795985,304.2963325,308.5069,0.4459969004,0.3299469062,0.1160499942,0.3624264799,0.2931480158,0.06927846411,0.1055166863,0.311962828,0.1340340724,0,0.6401475,0.3137704,0.3263771,0
1349.5,305.4788902,305.2956476,304.3105454,308.52795,0.4457517985,0.3306896635,0.1150621351,0.3621720112,0.2938258951,0.06834611611,0.1008543211,0.3117177248,0.1340340738,0,0.63986605,0.3137824,0.32608365,0
1359.5,305.4951269,305.3114739,304.3245665,308.548,0.4455139683,0.3314221065,0.1140918618,0.3619254127,0.2944946303,0.06743078237,0.1006089335,0.3114798931,0.1340340751,0,0.63959265,0.3137944,0.32579825,0
1369.5,305.511139,305.3270811,304.3383994,308.56895,0.4452832466,0.3321444135,0.1131388331,0.3616865095,0.2951543875,0.06653212199,0.1006089335,0.3112491701,0.1340340765,0,0.6393282,0.3138064,0.3255218,0
1379.5,305.5269304,305.3424732,304.3520475,308.589,0.4450596786,0.3328567642,0.1122029143,0.3614553569,0.2958053302,0.06565002663,0.09594656828,0.3110256007,0.1340340778,0,0.6390718,0.3138184,0.3252534,0
1389.5,305.5425049,305.357654,304.3655142,308.60805,0.4448431053,0.3335593318,0.1112837734,0.3612317842,0.29644762,0.06478416419,0.09570118064,0.3108090261,0.1340340792,0,0.63882245,0.31382945,0.324993,0
1399.5,305.5578663,305.3726271,304.3788028,308.628,0.4446335736,0.3342522911,0.1103812825,0.3610158489,0.2970814163,0.06393443263,0.09570118064,0.3105994931,0.1340340805,0,0.638582,0.31384045,0.32474155,0
1409.5,305.5730186,305.3873962,304.3919166,308.64705,0.4444309289,0.3349358105,0.1094951185,0.3608073847,0.2977068763,0.06310050842,0.09336999803,0.3103968471,0.1340340818,0,0.6383496,0.31385145,0.32449815,0
1419.5,305.5879653,305.4019651,304.4048588,308.66605,0.4442352199,0.33561006,0.10862516,0.3606064508,0.2983241552,0.0622822956,0.09091612161,0.3102011368,0.1340340831,0,0.6381252,0.31386245,0.32426275,0
1429.5,305.6027102,305.4163372,304.4176328,308.6841,0.4440462959,0.3362752035,0.1077710924,0.360412885,0.2989334061,0.06147947894,0.08846224518,0.3100122116,0.1340340844,0,0.6379088,0.31387345,0.32403535,0
1439.5,305.6172568,305.4305161,304.4302416,308.7021,0.4438642075,0.3369314064,0.1069328011,0.3602267486,0.2995347803,0.06069196834,0.08833955136,0.3098301219,0.1340340856,0,0.6377004,0.3138835,0.32381595,0
1449.5,305.6316088,305.4445052,304.4426884,308.7201,0.4436888079,0.3375788282,0.1061099797,0.3600478835,0.3001284268,0.05991945669,0.08833955136,0.309654721,0.1340340869,0,0.63749905,0.31389445,0.3236055,0
1459.5,305.6457697,305.4583081,304.4549762,308.7381,0.4435201494,0.3382176297,0.1053025197,0.3598763525,0.300714493,0.05916185954,0.08833955136,0.3094860613,0.1340340881,0,0.63730565,0.3139045,0.32340215,0
1469.5,305.659743,305.4719281,304.4671082,308.7561,0.443358089,0.3388479661,0.1045101229,0.3597120018,0.3012931242,0.05841887763,0.08600836875,0.3093239997,0.1340340894,0,0.63712025,0.3139145,0.3232058,0
1479.5,305.6735321,305.4853686,304.4790873,308.77315,0.4432026808,0.3394699941,0.1037326867,0.3595548959,0.3018644639,0.05769043201,0.08355449233,0.3091685902,0.1340340906,0,0.6369419,0.3139245,0.32301835,0
1489.5,305.6871403,305.4986328,304.4909164,308.79015,0.4430537855,0.3400838646,0.1029699209,0.3594048848,0.3024286538,0.05697623106,0.0811006159,0.3090196937,0.1340340918,0,0.6367715,0.3139345,0.322838,0
1499.5,305.7005711,305.5117241,304.5025986,308.8062,0.4429114587,0.3406897301,0.1022217286,0.3592620348,0.3029858336,0.05627620115,0.08097792208,0.3088773658,0.134034093,0,0.6366091,0.31394355,0.32266465,0
1509.5,305.7138277,305.5246455,304.5141367,308.82315,0.4427755649,0.3412877375,0.1014878274,0.3591261996,0.3035361415,0.05559005807,0.08097792208,0.3087414708,0.1340340942,0,0.63645375,0.3139535,0.3225002,0
1519.5,305.7269134,305.5374004,304.5255336,308.8392,0.4426461614,0.3418780354,0.100768126,0.3589974472,0.3040797139,0.05491773335,0.07864673947,0.308612066,0.1340340953,0,0.6363054,0.31396255,0.32234285,0
1529.5,305.7398314,305.5499917,304.5367921,308.8552,0.442523116,0.3424607668,0.1000623493,0.3588756353,0.3046166852,0.05425895003,0.07852404565,0.3084890195,0.1340340965,0,0.636165,0.31397155,0.3221925,0
1539.5,305.7525848,305.5624227,304.547915,308.8712,0.4424064877,0.3430360762,0.09937041153,0.3587608332,0.3051471886,0.05361364459,0.07619286305,0.3083723901,0.1340340977,0,0.6360307,0.31398055,0.3220501,0
1549.5,305.7651768,305.5746964,304.558905,308.88625,0.4422961479,0.343604103,0.09869204489,0.3586529023,0.3056713552,0.05298154715,0.07373898662,0.3082620491,0.1340340988,0,0.63590525,0.31398955,0.32191475,0
1559.5,305.7776104,305.5868157,304.5697649,308.90125,0.442192157,0.3441649881,0.09802716891,0.3585519137,0.3061893147,0.05236259901,0.0759474754,0.3081580571,0.1340340999,0,0.63578595,0.31399855,0.32178735,0
1569.5,305.7898888,305.5987837,304.5804973,308.9172,0.4420943899,0.3447188671,0.09737552275,0.3584577324,0.3067011953,0.05175653715,0.07373898662,0.3080602889,0.1340341011,0,0.6356736,0.31400755,0.32166605,0
1579.5,305.8020149,305.6106032,304.5911049,308.9313,0.4420029084,0.3452658773,0.09673703111,0.3583704309,0.3072071234,0.05116330756,0.07128511019,0.3079688063,0.1340341022,0,0.6355692,0.3140156,0.32155265,0
1589.5,305.8139916,305.6222771,304.6015904,308.94625,0.4419175909,0.3458061509,0.09611144001,0.3582898779,0.3077072239,0.05058265394,0.07116241637,0.3078834876,0.1340341033,0,0.6354709,0.31402455,0.3214463,0
1599.5,305.825822,305.6338084,304.6119562,308.9603,0.4418385006,0.3463398215,0.09549867912,0.3582161473,0.3082016205,0.0500145268,0.07116241637,0.3078043962,0.1340341044,0,0.6353805,0.3140326,0.3213479,0
1609.5,305.8375089,305.6451998,304.622205,308.97525,0.4417655191,0.346867018,0.09489850116,0.3581491113,0.3086904349,0.04945867637,0.07116241637,0.3077314137,0.1340341054,0,0.6352962,0.3140406,0.3212556,0
1619.5,305.8490551,305.6564542,304.6323393,308.9893,0.4416987113,0.3473878707,0.09431084061,0.3580888454,0.3091737878,0.0489150576,0.06883123377,0.3076646048,0.1340341065,0,0.6352198,0.3140486,0.32117025,0
1629.5,305.8604635,305.6675741,304.6423616,309.0033,0.441637962,0.3479025053,0.09373545674,0.3580352253,0.3096517983,0.04838342709,0.06637735734,0.3076038544,0.1340341076,0,0.6351495,0.3140566,0.32109285,0
1639.5,305.8717369,305.6785625,304.6522743,309.01635,0.4415833374,0.3484110487,0.09317228869,0.357988328,0.3101245839,0.04786374408,0.06625466352,0.3075492288,0.1340341087,0,0.63508615,0.3140646,0.32102155,0
1649.5,305.8828779,305.6894219,304.6620799,309.0303,0.4415347255,0.3489136235,0.0926211021,0.3579480325,0.3105922611,0.0473557714,0.06625466352,0.3075006158,0.1340341097,0,0.6350298,0.3140726,0.3209572,0
1659.5,305.8938894,305.700155,304.6717809,309.04335,0.4414921941,0.3494103534,0.09208184066,0.3579144173,0.3110549448,0.04685947246,0.06392348091,0.3074580834,0.1340341108,0,0.63498045,0.3140806,0.3209008,0
1669.5,305.904774,305.7107643,304.6813795,309.05635,0.4414556343,0.349901358,0.09155427624,0.3578873648,0.3115127486,0.04637461618,0.06380078709,0.3074215225,0.1340341118,0,0.6349381,0.31408765,0.3208505,0
1679.5,305.9155343,305.7212526,304.6908781,309.06935,0.4414251151,0.3503867582,0.09103835694,0.3578669549,0.3119657849,0.04590117004,0.06380078709,0.3073910023,0.1340341128,0,0.6349018,0.3140956,0.32080715,0
1689.5,305.926173,305.7316223,304.7002792,309.08235,0.441400531,0.3508666703,0.09053386069,0.3578530735,0.3124141646,0.04543890892,0.06146960449,0.3073664171,0.1340341138,0,0.63487245,0.31410265,0.32076985,0
1699.5,305.9366926,305.741876,304.7095848,309.0944,0.4413819523,0.3513412124,0.09004073993,0.3578458019,0.3128579977,0.04498780425,0.06134691067,0.3073478374,0.1340341149,0,0.6348501,0.31410965,0.32074045,0
1709.5,305.9470957,305.7520161,304.7187975,309.10735,0.4413692765,0.351810498,0.08955877849,0.3578450292,0.3132973925,0.04454763672,0.06134691067,0.3073351607,0.1340341159,0,0.6348338,0.3141176,0.32071715,0
1719.5,305.9573848,305.7620451,304.7279193,309.1194,0.4413625755,0.3522746425,0.089087933,0.3578508382,0.3137324566,0.04411838165,0.05901572806,0.3073284586,0.1340341169,0,0.63482445,0.31412465,0.3207008,0
1729.5,305.9675624,305.7719654,304.7369526,309.1314,0.4413617497,0.3527337566,0.08862799311,0.3578631214,0.314163296,0.04369982543,0.05889303424,0.3073276318,0.1340341179,0,0.6348221,0.31413165,0.3206905,0
