time [s],capacity [A.h],voltage [V],temperature [K],q_total [W.m-3],q_ohmic [W.m-3],q_irreversible [W.m-3],q_reversible [W.m-3],Q_total [W],Q_ohmic [W],Q_irreversible [W],Q_reversible [W]
7780,3.24167,3.56517,299.587,3755.01,1292.53,2462.48,0,0.0774364,0.0266547,0.0507817,0
7790,3.24583,3.56452,299.588,3756.09,1292.53,2463.56,0,0.0774586,0.0266547,0.0508039,0
7800,3.25,3.56387,299.588,3757.17,1292.53,2464.64,0,0.077481,0.0266547,0.0508262,0
7810,3.25417,3.56321,299.588,3758.26,1292.53,2465.73,0,0.0775034,0.0266547,0.0508487,0
7820,3.25833,3.56256,299.589,3759.35,1292.53,2466.82,0,0.077526,0.0266548,0.0508713,0
7830,3.2625,3.5619,299.589,3760.46,1292.53,2467.93,0,0.0775487,0.0266548,0.050894,0
7840,3.26667,3.56123,299.589,3761.56,1292.53,2469.03,0,0.0775716,0.0266548,0.0509168,0
7850,3.27083,3.56057,299.589,3762.68,1292.53,2470.15,0,0.0775946,0.0266548,0.0509398,0
7860,3.275,3.5599,299.59,3763.8,1292.53,2471.27,0,0.0776177,0.0266548,0.0509628,0
7870,3.27917,3.55923,299.59,3764.92,1292.53,2472.39,0,0.0776409,0.0266548,0.0509861,0
7880,3.28333,3.55855,299.59,3766.06,1292.53,2473.52,0,0.0776642,0.0266548,0.0510094,0
7890,3.2875,3.55787,299.59,3767.2,1292.53,2474.66,0,0.0776877,0.0266549,0.0510329,0
7900,3.29167,3.55719,299.591,3768.34,1292.54,2475.81,0,0.0777114,0.0266549,0.0510565,0
7910,3.29583,3.5565,299.591,3769.49,1292.54,2476.96,0,0.0777351,0.0266549,0.0510802,0
7920,3.3,3.55581,299.591,3770.65,1292.54,2478.12,0,0.077759,0.0266549,0.0511041,0
7930,3.30417,3.55511,299.592,3771.82,1292.54,2479.28,0,0.077783,0.0266549,0.0511281,0
7940,3.30833,3.55442,299.592,3772.99,1292.54,2480.45,0,0.0778071,0.0266549,0.0511522,0
7950,3.3125,3.55372,299.592,3774.16,1292.54,2481.63,0,0.0778314,0.0266549,0.0511765,0
7960,3.31667,3.55301,299.593,3775.35,1292.54,2482.81,0,0.0778558,0.0266549,0.0512009,0
7970,3.32083,3.5523,299.593,3776.54,1292.54,2484,0,0.0778804,0.026655,0.0512254,0
7980,3.325,3.55159,299.593,3777.73,1292.54,2485.19,0,0.077905,0.026655,0.0512501,0
7990,3.32917,3.55088,299.593,3778.94,1292.54,2486.4,0,0.0779298,0.026655,0.0512749,0
8000,3.33333,3.55016,299.594,3780.15,1292.54,2487.6,0,0.0779548,0.026655,0.0512998,0
8010,3.3375,3.54943,299.594,3781.36,1292.54,2488.82,0,0.0779799,0.026655,0.0513248,0
8020,3.34167,3.54871,299.594,3782.59,1292.54,2490.04,0,0.0780051,0.026655,0.05135,0
8030,3.34583,3.54798,299.595,3783.81,1292.54,2491.27,0,0.0780304,0.0266551,0.0513754,0
8040,3.35,3.54724,299.595,3785.05,1292.54,2492.51,0,0.0780559,0.0266551,0.0514009,0
8050,3.35417,3.5465,299.595,3786.29,1292.55,2493.75,0,0.0780816,0.0266551,0.0514265,0
8060,3.35833,3.54576,299.596,3787.54,1292.55,2495,0,0.0781073,0.0266551,0.0514522,0
8070,3.3625,3.54502,299.596,3788.8,1292.55,2496.25,0,0.0781332,0.0266551,0.0514781,0
8080,3.36667,3.54427,299.596,3790.06,1292.55,2497.51,0,0.0781593,0.0266551,0.0515041,0
8090,3.37083,3.54352,299.597,3791.33,1292.55,2498.78,0,0.0781855,0.0266551,0.0515303,0
8100,3.375,3.54276,299.597,3792.61,1292.55,2500.06,0,0.0782118,0.0266552,0.0515566,0
8110,3.37917,3.542,299.597,3793.89,1292.55,2501.34,0,0.0782383,0.0266552,0.0515831,0
8120,3.38333,3.54124,299.598,3795.18,1292.55,2502.63,0,0.0782649,0.0266552,0.0516097,0
8130,3.3875,3.54047,299.598,3796.48,1292.55,2503.93,0,0.0782916,0.0266552,0.0516364,0
8140,3.39167,3.5397,299.598,3797.78,1292.55,2505.23,0,0.0783185,0.0266552,0.0516633,0
8150,3.39583,3.53892,299.599,3799.1,1292.55,2506.54,0,0.0783456,0.0266552,0.0516903,0
8160,3.4,3.53814,299.599,3800.41,1292.55,2507.86,0,0.0783728,0.0266553,0.0517175,0
8170,3.40417,3.53736,299.599,3801.74,1292.55,2509.18,0,0.0784001,0.0266553,0.0517448,0
8180,3.40833,3.53658,299.6,3803.07,1292.56,2510.52,0,0.0784276,0.0266553,0.0517723,0
8190,3.4125,3.53579,299.6,3804.41,1292.56,2511.86,0,0.0784552,0.0266553,0.0517999,0
8200,3.41667,3.53499,299.6,3805.76,1292.56,2513.2,0,0.078483,0.0266553,0.0518276,0
8210,3.42083,3.5342,299.601,3807.11,1292.56,2514.55,0,0.0785109,0.0266553,0.0518555,0
8220,3.425,3.5334,299.601,3808.47,1292.56,2515.91,0,0.0785389,0.0266554,0.0518836,0
8230,3.42917,3.53259,299.601,3809.84,1292.56,2517.28,0,0.0785672,0.0266554,0.0519118,0
8240,3.43333,3.53178,299.602,3811.22,1292.56,2518.66,0,0.0785955,0.0266554,0.0519401,0
8250,3.4375,3.53097,299.602,3812.6,1292.56,2520.04,0,0.078624,0.0266554,0.0519686,0
8260,3.44167,3.53016,299.602,3813.99,1292.56,2521.43,0,0.0786527,0.0266554,0.0519973,0
8270,3.44583,3.52934,299.603,3815.39,1292.56,2522.82,0,0.0786815,0.0266554,0.0520261,0
8280,3.45,3.52852,299.603,3816.79,1292.56,2524.23,0,0.0787105,0.0266555,0.052055,0
8290,3.45417,3.5277,299.603,3818.2,1292.56,2525.64,0,0.0787396,0.0266555,0.0520841,0
8300,3.45833,3.52687,299.604,3819.62,1292.57,2527.06,0,0.0787689,0.0266555,0.0521134,0
8310,3.4625,3.52604,299.604,3821.05,1292.57,2528.48,0,0.0787983,0.0266555,0.0521428,0
8320,3.46667,3.5252,299.605,3822.49,1292.57,2529.92,0,0.0788279,0.0266555,0.0521724,0
8330,3.47083,3.52437,299.605,3823.93,1292.57,2531.36,0,0.0788576,0.0266556,0.0522021,0
8340,3.475,3.52353,299.605,3825.38,1292.57,2532.81,0,0.0788875,0.0266556,0.052232,0
8350,3.47917,3.52269,299.606,3826.83,1292.57,2534.26,0,0.0789176,0.0266556,0.052262,0
8360,3.48333,3.52184,299.606,3828.3,1292.57,2535.73,0,0.0789478,0.0266556,0.0522922,0
8370,3.4875,3.52099,299.606,3829.77,1292.57,2537.2,0,0.0789782,0.0266556,0.0523225,0
8380,3.49167,3.52014,299.607,3831.25,1292.57,2538.68,0,0.0790087,0.0266556,0.052353,0
8390,3.49583,3.51929,299.607,3832.74,1292.57,2540.17,0,0.0790394,0.0266557,0.0523837,0
8400,3.5,3.51843,299.608,3834.24,1292.57,2541.66,0,0.0790702,0.0266557,0.0524145,0
8410,3.50417,3.51757,299.608,3835.74,1292.58,2543.16,0,0.0791012,0.0266557,0.0524455,0
8420,3.50833,3.51671,299.608,3837.25,1292.58,2544.67,0,0.0791324,0.0266557,0.0524767,0
8430,3.5125,3.51584,299.609,3838.77,1292.58,2546.19,0,0.0791637,0.0266557,0.052508,0
8440,3.51667,3.51498,299.609,3840.3,1292.58,2547.72,0,0.0791952,0.0266558,0.0525395,0
8450,3.52083,3.51411,299.61,3841.83,1292.58,2549.25,0,0.0792269,0.0266558,0.0525711,0
8460,3.525,3.51324,299.61,3843.38,1292.58,2550.8,0,0.0792587,0.0266558,0.0526029,0
8470,3.52917,3.51236,299.61,3844.93,1292.58,2552.35,0,0.0792907,0.0266558,0.0526349,0
8480,3.53333,3.51149,299.611,3846.49,1292.58,2553.91,0,0.0793229,0.0266558,0.0526671,0
8490,3.5375,3.51061,299.611,3848.06,1292.58,2555.47,0,0.0793552,0.0266559,0.0526994,0
8500,3.54167,3.50973,299.612,3849.63,1292.58,2557.05,0,0.0793877,0.0266559,0.0527319,0
8510,3.54583,3.50885,299.612,3851.22,1292.59,2558.63,0,0.0794204,0.0266559,0.0527645,0
8520,3.55,3.50797,299.613,3852.81,1292.59,2560.22,0,0.0794532,0.0266559,0.0527973,0
8530,3.55417,3.50709,299.613,3854.41,1292.59,2561.82,0,0.0794863,0.0266559,0.0528303,0
8540,3.55833,3.5062,299.613,3856.02,1292.59,2563.43,0,0.0795194,0.026656,0.0528635,0
8550,3.5625,3.50532,299.614,3857.64,1292.59,2565.05,0,0.0795528,0.026656,0.0528968,0
8560,3.56667,3.50443,299.614,3859.26,1292.59,2566.67,0,0.0795863,0.026656,0.0529303,0
8570,3.57083,3.50354,299.615,3860.9,1292.59,2568.3,0,0.07962,0.026656,0.052964,0
8580,3.575,3.50265,299.615,3862.54,1292.59,2569.95,0,0.0796539,0.026656,0.0529978,0
8590,3.57917,3.50176,299.616,3864.19,1292.59,2571.6,0,0.0796879,0.0266561,0.0530319,0
8600,3.58333,3.50087,299.616,3865.85,1292.59,2573.25,0,0.0797222,0.0266561,0.0530661,0
8610,3.5875,3.49997,299.616,3867.52,1292.6,2574.92,0,0.0797566,0.0266561,0.0531005,0
8620,3.59167,3.49908,299.617,3869.19,1292.6,2576.6,0,0.0797911,0.0266561,0.053135,0
8630,3.59583,3.49819,299.617,3870.88,1292.6,2578.28,0,0.0798259,0.0266562,0.0531698,0
8640,3.6,3.49729,299.618,3872.57,1292.6,2579.98,0,0.0798609,0.0266562,0.0532047,0
8650,3.60417,3.4964,299.618,3874.28,1292.6,2581.68,0,0.079896,0.0266562,0.0532398,0
8660,3.60833,3.4955,299.619,3875.99,1292.6,2583.39,0,0.0799313,0.0266562,0.0532751,0
8670,3.6125,3.49461,299.619,3877.71,1292.6,2585.11,0,0.0799668,0.0266562,0.0533106,0
8680,3.61667,3.49371,299.62,3879.44,1292.6,2586.84,0,0.0800025,0.0266563,0.0533462,0
8690,3.62083,3.49282,299.62,3881.18,1292.6,2588.58,0,0.0800383,0.0266563,0.0533821,0
8700,3.625,3.49192,299.621,3882.93,1292.6,2590.32,0,0.0800744,0.0266563,0.0534181,0
8710,3.62917,3.49103,299.621,3884.69,1292.61,2592.08,0,0.0801106,0.0266563,0.0534543,0
8720,3.63333,3.49014,299.622,3886.45,1292.61,2593.85,0,0.0801471,0.0266564,0.0534907,0
8730,3.6375,3.48924,299.622,3888.23,1292.61,2595.62,0,0.0801837,0.0266564,0.0535273,0
8740,3.64167,3.48835,299.622,3890.01,1292.61,2597.41,0,0.0802205,0.0266564,0.0535641,0
8750,3.64583,3.48746,299.623,3891.81,1292.61,2599.2,0,0.0802575,0.0266564,0.0536011,0
8760,3.65,3.48657,299.623,3893.61,1292.61,2601,0,0.0802947,0.0266564,0.0536383,0
8770,3.65417,3.48567,299.624,3895.43,1292.61,2602.81,0,0.0803321,0.0266565,0.0536756,0
8780,3.65833,3.48479,299.624,3897.25,1292.61,2604.63,0,0.0803697,0.0266565,0.0537132,0
8790,3.6625,3.4839,299.625,3899.08,1292.62,2606.47,0,0.0804075,0.0266565,0.053751,0
8800,3.66667,3.48301,299.625,3900.92,1292.62,2608.31,0,0.0804454,0.0266565,0.0537889,0
8810,3.67083,3.48212,299.626,3902.77,1292.62,2610.16,0,0.0804836,0.0266566,0.0538271,0
8820,3.675,3.48124,299.626,3904.63,1292.62,2612.02,0,0.080522,0.0266566,0.0538654,0
8830,3.67917,3.48035,299.627,3906.51,1292.62,2613.89,0,0.0805606,0.0266566,0.053904,0
8840,3.68333,3.47947,299.627,3908.39,1292.62,2615.77,0,0.0805994,0.0266566,0.0539427,0
8850,3.6875,3.47859,299.628,3910.28,1292.62,2617.65,0,0.0806384,0.0266567,0.0539817,0
8860,3.69167,3.47771,299.628,3912.18,1292.62,2619.55,0,0.0806775,0.0266567,0.0540209,0
8870,3.69583,3.47684,299.629,3914.09,1292.62,2621.46,0,0.0807169,0.0266567,0.0540602,0
8880,3.7,3.47596,299.629,3916.01,1292.63,2623.38,0,0.0807565,0.0266567,0.0540998,0
8890,3.70417,3.47509,299.63,3917.94,1292.63,2625.31,0,0.0807963,0.0266568,0.0541396,0
8900,3.70833,3.47422,299.63,3919.88,1292.63,2627.25,0,0.0808363,0.0266568,0.0541795,0
8910,3.7125,3.47335,299.631,3921.83,1292.63,2629.2,0,0.0808765,0.0266568,0.0542197,0
8920,3.71667,3.47248,299.632,3923.79,1292.63,2631.16,0,0.080917,0.0266568,0.0542601,0
8930,3.72083,3.47162,299.632,3925.76,1292.63,2633.13,0,0.0809576,0.0266569,0.0543007,0
8940,3.725,3.47076,299.633,3927.74,1292.63,2635.1,0,0.0809984,0.0266569,0.0543415,0
8950,3.72917,3.4699,299.633,3929.73,1292.63,2637.09,0,0.0810395,0.0266569,0.0543826,0
8960,3.73333,3.46904,299.634,3931.73,1292.64,2639.09,0,0.0810808,0.0266569,0.0544238,0
8970,3.7375,3.46819,299.634,3933.74,1292.64,2641.11,0,0.0811223,0.026657,0.0544653,0
8980,3.74167,3.46734,299.635,3935.77,1292.64,2643.13,0,0.081164,0.026657,0.054507,0
8990,3.74583,3.46649,299.635,3937.8,1292.64,2645.16,0,0.0812059,0.026657,0.0545489,0
9000,3.75,3.46564,299.636,3939.84,1292.64,2647.2,0,0.0812481,0.026657,0.054591,0
9010,3.75417,3.4648,299.636,3941.9,1292.64,2649.26,0,0.0812904,0.0266571,0.0546334,0
9020,3.75833,3.46396,299.637,3943.96,1292.64,2651.32,0,0.081333,0.0266571,0.0546759,0
9030,3.7625,3.46312,299.638,3946.04,1292.64,2653.4,0,0.0813759,0.0266571,0.0547187,0
9040,3.76667,3.46228,299.638,3948.13,1292.65,2655.48,0,0.0814189,0.0266572,0.0547618,0
9050,3.77083,3.46145,299.639,3950.23,1292.65,2657.58,0,0.0814622,0.0266572,0.054805,0
9060,3.775,3.46062,299.639,3952.34,1292.65,2659.69,0,0.0815057,0.0266572,0.0548485,0
9070,3.77917,3.4598,299.64,3954.46,1292.65,2661.81,0,0.0815494,0.0266572,0.0548922,0
9080,3.78333,3.45897,299.64,3956.59,1292.65,2663.94,0,0.0815934,0.0266573,0.0549362,0
9090,3.7875,3.45815,299.641,3958.73,1292.65,2666.08,0,0.0816376,0.0266573,0.0549803,0
9100,3.79167,3.45734,299.642,3960.89,1292.65,2668.23,0,0.081682,0.0266573,0.0550247,0
9110,3.79583,3.45652,299.642,3963.05,1292.66,2670.4,0,0.0817267,0.0266573,0.0550693,0
9120,3.8,3.45571,299.643,3965.23,1292.66,2672.57,0,0.0817716,0.0266574,0.0551142,0
9130,3.80417,3.45491,299.643,3967.42,1292.66,2674.76,0,0.0818167,0.0266574,0.0551593,0
9140,3.80833,3.4541,299.644,3969.62,1292.66,2676.96,0,0.0818621,0.0266574,0.0552046,0
9150,3.8125,3.4533,299.645,3971.83,1292.66,2679.17,0,0.0819077,0.0266575,0.0552502,0
9160,3.81667,3.4525,299.645,3974.05,1292.66,2681.39,0,0.0819535,0.0266575,0.055296,0
9170,3.82083,3.45171,299.646,3976.29,1292.66,2683.62,0,0.0819996,0.0266575,0.0553421,0
9180,3.825,3.45092,299.646,3978.53,1292.67,2685.87,0,0.082046,0.0266576,0.0553884,0
9190,3.82917,3.45013,299.647,3980.79,1292.67,2688.13,0,0.0820926,0.0266576,0.055435,0
9200,3.83333,3.44935,299.648,3983.07,1292.67,2690.4,0,0.0821394,0.0266576,0.0554818,0
9210,3.8375,3.44857,299.648,3985.35,1292.67,2692.68,0,0.0821865,0.0266576,0.0555289,0
9220,3.84167,3.44779,299.649,3987.64,1292.67,2694.97,0,0.0822338,0.0266577,0.0555762,0
9230,3.84583,3.44701,299.649,3989.95,1292.67,2697.28,0,0.0822814,0.0266577,0.0556237,0
9240,3.85,3.44624,299.65,3992.27,1292.67,2699.6,0,0.0823293,0.0266577,0.0556716,0
9250,3.85417,3.44547,299.651,3994.61,1292.68,2701.93,0,0.0823774,0.0266578,0.0557196,0
9260,3.85833,3.44471,299.651,3996.95,1292.68,2704.27,0,0.0824258,0.0266578,0.055768,0
9270,3.8625,3.44395,299.652,3999.31,1292.68,2706.63,0,0.0824744,0.0266578,0.0558166,0
9280,3.86667,3.44319,299.653,4001.68,1292.68,2709,0,0.0825233,0.0266579,0.0558654,0
9290,3.87083,3.44243,299.653,4004.06,1292.68,2711.38,0,0.0825725,0.0266579,0.0559146,0
9300,3.875,3.44168,299.654,4006.46,1292.68,2713.78,0,0.0826219,0.0266579,0.055964,0
9310,3.87917,3.44093,299.655,4008.87,1292.68,2716.19,0,0.0826716,0.026658,0.0560136,0
9320,3.88333,3.44018,299.655,4011.29,1292.69,2718.61,0,0.0827215,0.026658,0.0560635,0
9330,3.8875,3.43944,299.656,4013.73,1292.69,2721.04,0,0.0827718,0.026658,0.0561137,0
9340,3.89167,3.4387,299.657,4016.18,1292.69,2723.49,0,0.0828223,0.026658,0.0561642,0
9350,3.89583,3.43796,299.657,4018.64,1292.69,2725.95,0,0.082873,0.0266581,0.056215,0
9360,3.9,3.43723,299.658,4021.12,1292.69,2728.42,0,0.0829241,0.0266581,0.056266,0
9370,3.90417,3.4365,299.659,4023.6,1292.69,2730.91,0,0.0829754,0.0266581,0.0563173,0
9380,3.90833,3.43577,299.659,4026.11,1292.7,2733.41,0,0.083027,0.0266582,0.0563689,0
9390,3.9125,3.43504,299.66,4028.62,1292.7,2735.93,0,0.0830789,0.0266582,0.0564207,0
9400,3.91667,3.43432,299.661,4031.15,1292.7,2738.46,0,0.0831311,0.0266582,0.0564729,0
9410,3.92083,3.4336,299.661,4033.7,1292.7,2741,0,0.0831836,0.0266583,0.0565253,0
9420,3.925,3.43288,299.662,4036.26,1292.7,2743.55,0,0.0832363,0.0266583,0.056578,0
9430,3.92917,3.43216,299.663,4038.83,1292.7,2746.13,0,0.0832894,0.0266583,0.056631,0
9440,3.93333,3.43145,299.663,4041.42,1292.71,2748.71,0,0.0833427,0.0266584,0.0566843,0
9450,3.9375,3.43074,299.664,4044.02,1292.71,2751.31,0,0.0833963,0.0266584,0.0567379,0
9460,3.94167,3.43003,299.665,4046.63,1292.71,2753.92,0,0.0834503,0.0266584,0.0567918,0
9470,3.94583,3.42932,299.666,4049.26,1292.71,2756.55,0,0.0835045,0.0266585,0.056846,0
9480,3.95,3.42862,299.666,4051.9,1292.71,2759.19,0,0.083559,0.0266585,0.0569005,0
9490,3.95417,3.42792,299.667,4054.56,1292.71,2761.85,0,0.0836138,0.0266585,0.0569553,0
9500,3.95833,3.42722,299.668,4057.23,1292.72,2764.52,0,0.0836689,0.0266586,0.0570104,0
9510,3.9625,3.42652,299.668,4059.92,1292.72,2767.2,0,0.0837244,0.0266586,0.0570657,0
9520,3.96667,3.42582,299.669,4062.62,1292.72,2769.91,0,0.0837801,0.0266587,0.0571214,0
9530,3.97083,3.42513,299.67,4065.34,1292.72,2772.62,0,0.0838361,0.0266587,0.0571774,0
9540,3.975,3.42444,299.671,4068.07,1292.72,2775.35,0,0.0838925,0.0266587,0.0572337,0
9550,3.97917,3.42374,299.671,4070.82,1292.72,2778.1,0,0.0839491,0.0266588,0.0572904,0
9560,3.98333,3.42305,299.672,4073.59,1292.73,2780.86,0,0.0840061,0.0266588,0.0573473,0
9570,3.9875,3.42236,299.673,4076.36,1292.73,2783.64,0,0.0840634,0.0266588,0.0574046,0
9580,3.99167,3.42168,299.674,4079.16,1292.73,2786.43,0,0.0841211,0.0266589,0.0574622,0
9590,3.99583,3.42099,299.674,4081.97,1292.73,2789.24,0,0.084179,0.0266589,0.0575201,0
9600,4,3.4203,299.675,4084.79,1292.73,2792.06,0,0.0842373,0.0266589,0.0575783,0
9610,4.00417,3.41962,299.676,4087.64,1292.73,2794.9,0,0.0842959,0.026659,0.0576369,0
9620,4.00833,3.41893,299.677,4090.49,1292.74,2797.76,0,0.0843548,0.026659,0.0576958,0
9630,4.0125,3.41825,299.677,4093.37,1292.74,2800.63,0,0.0844141,0.0266591,0.0577551,0
9640,4.01667,3.41757,299.678,4096.26,1292.74,2803.52,0,0.0844737,0.0266591,0.0578146,0
9650,4.02083,3.41688,299.679,4099.17,1292.74,2806.43,0,0.0845337,0.0266591,0.0578746,0
9660,4.025,3.4162,299.68,4102.09,1292.74,2809.35,0,0.084594,0.0266592,0.0579348,0
9670,4.02917,3.41552,299.681,4105.03,1292.75,2812.28,0,0.0846546,0.0266592,0.0579954,0
9680,4.03333,3.41484,299.681,4107.98,1292.75,2815.24,0,0.0847155,0.0266592,0.0580563,0
9690,4.0375,3.41415,299.682,4110.96,1292.75,2818.21,0,0.0847768,0.0266593,0.0581175,0
9700,4.04167,3.41347,299.683,4113.95,1292.75,2821.2,0,0.0848385,0.0266593,0.0581791,0
9710,4.04583,3.41279,299.684,4116.95,1292.75,2824.2,0,0.0849005,0.0266594,0.0582411,0
9720,4.05,3.4121,299.685,4119.98,1292.76,2827.22,0,0.0849628,0.0266594,0.0583034,0
9730,4.05417,3.41141,299.686,4123.02,1292.76,2830.26,0,0.0850256,0.0266594,0.0583661,0
9740,4.05833,3.41073,299.686,4126.08,1292.76,2833.32,0,0.0850887,0.0266595,0.0584292,0
9750,4.0625,3.41004,299.687,4129.16,1292.76,2836.39,0,0.0851521,0.0266595,0.0584926,0
9760,4.06667,3.40935,299.688,4132.25,1292.76,2839.49,0,0.0852159,0.0266596,0.0585564,0
9770,4.07083,3.40866,299.689,4135.36,1292.77,2842.6,0,0.0852801,0.0266596,0.0586205,0
9780,4.075,3.40796,299.69,4138.49,1292.77,2845.73,0,0.0853447,0.0266596,0.058685,0
9790,4.07917,3.40727,299.691,4141.64,1292.77,2848.87,0,0.0854096,0.0266597,0.0587499,0
9800,4.08333,3.40657,299.691,4144.81,1292.77,2852.04,0,0.0854749,0.0266597,0.0588152,0
9810,4.0875,3.40587,299.692,4148,1292.77,2855.22,0,0.0855406,0.0266598,0.0588809,0
9820,4.09167,3.40517,299.693,4151.2,1292.78,2858.43,0,0.0856067,0.0266598,0.0589469,0
9830,4.09583,3.40446,299.694,4154.42,1292.78,2861.65,0,0.0856732,0.0266599,0.0590133,0
9840,4.1,3.40375,299.695,4157.67,1292.78,2864.89,0,0.0857401,0.0266599,0.0590802,0
9850,4.10417,3.40304,299.696,4160.93,1292.78,2868.15,0,0.0858073,0.0266599,0.0591474,0
9860,4.10833,3.40232,299.697,4164.21,1292.78,2871.43,0,0.085875,0.02666,0.059215,0
9870,4.1125,3.4016,299.698,4167.51,1292.79,2874.73,0,0.0859431,0.02666,0.059283,0
9880,4.11667,3.40087,299.698,4170.83,1292.79,2878.04,0,0.0860115,0.0266601,0.0593515,0
9890,4.12083,3.40014,299.699,4174.17,1292.79,2881.38,0,0.0860804,0.0266601,0.0594203,0
9900,4.125,3.39941,299.7,4177.53,1292.79,2884.74,0,0.0861497,0.0266602,0.0594896,0
9910,4.12917,3.39867,299.701,4180.91,1292.79,2888.12,0,0.0862194,0.0266602,0.0595592,0
9920,4.13333,3.39792,299.702,4184.31,1292.8,2891.52,0,0.0862896,0.0266602,0.0596293,0
9930,4.1375,3.39717,299.703,4187.73,1292.8,2894.94,0,0.0863601,0.0266603,0.0596998,0
9940,4.14167,3.39641,299.704,4191.18,1292.8,2898.38,0,0.0864311,0.0266603,0.0597708,0
9950,4.14583,3.39565,299.705,4194.64,1292.8,2901.84,0,0.0865025,0.0266604,0.0598421,0
9960,4.15,3.39488,299.706,4198.12,1292.8,2905.32,0,0.0865743,0.0266604,0.0599139,0
9970,4.15417,3.3941,299.707,4201.63,1292.81,2908.82,0,0.0866466,0.0266605,0.0599862,0
9980,4.15833,3.39331,299.708,4205.15,1292.81,2912.34,0,0.0867194,0.0266605,0.0600588,0
9990,4.1625,3.39252,299.709,4208.7,1292.81,2915.89,0,0.0867925,0.0266606,0.060132,0
10000,4.16667,3.39172,299.71,4212.27,1292.81,2919.46,0,0.0868661,0.0266606,0.0602055,0
10010,4.17083,3.39091,299.711,4215.86,1292.82,2923.05,0,0.0869402,0.0266607,0.0602795,0
10020,4.175,3.39008,299.712,4219.48,1292.82,2926.66,0,0.0870147,0.0266607,0.060354,0
10030,4.17917,3.38925,299.712,4223.11,1292.82,2930.29,0,0.0870897,0.0266607,0.060429,0
10040,4.18333,3.38841,299.713,4226.77,1292.82,2933.95,0,0.0871651,0.0266608,0.0605043,0
10050,4.1875,3.38756,299.714,4230.45,1292.82,2937.63,0,0.087241,0.0266608,0.0605802,0
10060,4.19167,3.3867,299.715,4234.15,1292.83,2941.33,0,0.0873174,0.0266609,0.0606565,0
10070,4.19583,3.38583,299.716,4237.88,1292.83,2945.05,0,0.0873942,0.0266609,0.0607333,0
10080,4.2,3.38494,299.718,4241.62,1292.83,2948.79,0,0.0874713,0.026661,0.0608103,0
10090,4.20417,3.38405,299.719,4245.38,1292.83,2952.55,0,0.087549,0.026661,0.0608879,0
10100,4.20833,3.38314,299.72,4249.17,1292.84,2956.33,0,0.0876271,0.0266611,0.060966,0
10110,4.2125,3.38221,299.721,4252.98,1292.84,2960.14,0,0.0877057,0.0266611,0.0610446,0
10120,4.21667,3.38127,299.722,4256.82,1292.84,2963.98,0,0.0877848,0.0266612,0.0611236,0
10130,4.22083,3.38032,299.723,4260.68,1292.84,2967.84,0,0.0878645,0.0266613,0.0612032,0
10140,4.225,3.37935,299.724,4264.57,1292.85,2971.72,0,0.0879447,0.0266613,0.0612833,0
10150,4.22917,3.37837,299.725,4268.48,1292.85,2975.63,0,0.0880253,0.0266614,0.061364,0
10160,4.23333,3.37737,299.726,4272.42,1292.85,2979.57,0,0.0881066,0.0266614,0.0614451,0
10170,4.2375,3.37636,299.727,4276.39,1292.86,2983.53,0,0.0881883,0.0266615,0.0615268,0
10180,4.24167,3.37532,299.728,4280.38,1292.86,2987.52,0,0.0882706,0.0266615,0.0616091,0
10190,4.24583,3.37427,299.73,4284.39,1292.86,2991.53,0,0.0883534,0.0266616,0.0616918,0
10200,4.25,3.3732,299.731,4288.43,1292.86,2995.57,0,0.0884368,0.0266616,0.0617752,0
10210,4.25417,3.37211,299.732,4292.5,1292.87,2999.64,0,0.0885207,0.0266617,0.061859,0
10220,4.25833,3.371,299.733,4296.6,1292.87,3003.73,0,0.0886052,0.0266617,0.0619435,0
10230,4.2625,3.36987,299.734,4300.72,1292.87,3007.85,0,0.0886902,0.0266618,0.0620284,0
10240,4.26667,3.36871,299.735,4304.88,1292.87,3012,0,0.0887758,0.0266618,0.062114,0
10250,4.27083,3.36754,299.736,4309.06,1292.88,3016.18,0,0.088862,0.0266619,0.0622001,0
10260,4.275,3.36634,299.737,4313.26,1292.88,3020.38,0,0.0889488,0.0266619,0.0622868,0
10270,4.27917,3.36512,299.738,4317.49,1292.88,3024.61,0,0.0890359,0.026662,0.0623739,0
10280,4.28333,3.36387,299.74,4321.74,1292.88,3028.86,0,0.0891236,0.0266621,0.0624616,0
10290,4.2875,3.36261,299.741,4326.02,1292.89,3033.14,0,0.0892119,0.0266621,0.0625498,0
10300,4.29167,3.36131,299.742,4330.33,1292.89,3037.44,0,0.0893008,0.0266622,0.0626386,0
10310,4.29583,3.35999,299.743,4334.67,1292.89,3041.78,0,0.0893903,0.0266622,0.0627281,0
10320,4.3,3.35864,299.744,4339.04,1292.9,3046.15,0,0.0894804,0.0266623,0.0628181,0
10330,4.30417,3.35726,299.746,4343.44,1292.9,3050.54,0,0.0895711,0.0266623,0.0629088,0
10340,4.30833,3.35586,299.747,4347.87,1292.9,3054.97,0,0.0896624,0.0266624,0.063,0
10350,4.3125,3.35443,299.748,4352.33,1292.9,3059.42,0,0.0897544,0.0266625,0.0630919,0
10360,4.31667,3.35297,299.749,4356.81,1292.91,3063.91,0,0.0898469,0.0266625,0.0631844,0
