time [s],capacity [A.h],voltage [V],temperature [K],q_total [W.m-3],q_ohmic [W.m-3],q_irreversible [W.m-3],q_reversible [W.m-3],Q_total [W],Q_ohmic [W],Q_irreversible [W],Q_reversible [W]
2590,1.07917,3.93603,299.638,3826.25,1292.65,2533.6,0,0.0789055,0.0266572,0.0522483,0
2600,1.08333,3.93532,299.638,3824.73,1292.65,2532.08,0,0.0788742,0.0266572,0.052217,0
2610,1.0875,3.93461,299.638,3823.22,1292.65,2530.57,0,0.078843,0.0266572,0.0521858,0
2620,1.09167,3.93391,299.638,3821.71,1292.65,2529.07,0,0.078812,0.0266572,0.0521548,0
2630,1.09583,3.9332,299.638,3820.22,1292.65,2527.57,0,0.0787812,0.0266572,0.052124,0
2640,1.1,3.9325,299.638,3818.74,1292.65,2526.09,0,0.0787506,0.0266572,0.0520934,0
2650,1.10417,3.93179,299.638,3817.26,1292.65,2524.61,0,0.0787201,0.0266572,0.052063,0
2660,1.10833,3.93109,299.638,3815.79,1292.65,2523.15,0,0.0786899,0.0266571,0.0520327,0
2670,1.1125,3.93039,299.638,3814.33,1292.65,2521.69,0,0.0786598,0.0266571,0.0520026,0
2680,1.11667,3.92969,299.638,3812.88,1292.65,2520.24,0,0.0786299,0.0266571,0.0519727,0
2690,1.12083,3.929,299.638,3811.44,1292.65,2518.79,0,0.0786001,0.0266571,0.0519429,0
2700,1.125,3.9283,299.638,3810,1292.65,2517.36,0,0.0785705,0.0266571,0.0519134,0
2710,1.12917,3.92761,299.638,3808.58,1292.64,2515.93,0,0.0785411,0.0266571,0.0518839,0
2720,1.13333,3.92692,299.638,3807.16,1292.64,2514.51,0,0.0785118,0.0266571,0.0518547,0
2730,1.1375,3.92622,299.637,3805.75,1292.64,2513.1,0,0.0784828,0.0266571,0.0518256,0
2740,1.14167,3.92554,299.637,3804.35,1292.64,2511.7,0,0.0784538,0.0266571,0.0517967,0
2750,1.14583,3.92485,299.637,3802.95,1292.64,2510.31,0,0.0784251,0.0266571,0.051768,0
2760,1.15,3.92416,299.637,3801.57,1292.64,2508.92,0,0.0783965,0.0266571,0.0517394,0
2770,1.15417,3.92348,299.637,3800.19,1292.64,2507.55,0,0.0783681,0.0266571,0.051711,0
2780,1.15833,3.92279,299.637,3798.82,1292.64,2506.18,0,0.0783399,0.0266571,0.0516828,0
2790,1.1625,3.92211,299.637,3797.46,1292.64,2504.82,0,0.0783118,0.0266571,0.0516547,0
2800,1.16667,3.92143,299.637,3796.11,1292.64,2503.46,0,0.0782839,0.0266571,0.0516269,0
2810,1.17083,3.92075,299.636,3794.76,1292.64,2502.12,0,0.0782562,0.0266571,0.0515991,0
2820,1.175,3.92007,299.636,3793.43,1292.64,2500.78,0,0.0782286,0.0266571,0.0515716,0
2830,1.17917,3.9194,299.636,3792.1,1292.64,2499.45,0,0.0782012,0.0266571,0.0515442,0
2840,1.18333,3.91872,299.636,3790.78,1292.64,2498.13,0,0.078174,0.0266571,0.0515169,0
2850,1.1875,3.91805,299.636,3789.46,1292.64,2496.82,0,0.0781469,0.026657,0.0514898,0
2860,1.19167,3.91738,299.636,3788.16,1292.64,2495.52,0,0.07812,0.026657,0.0514629,0
2870,1.19583,3.91671,299.635,3786.86,1292.64,2494.22,0,0.0780932,0.026657,0.0514362,0
2880,1.2,3.91604,299.635,3785.57,1292.64,2492.93,0,0.0780666,0.026657,0.0514096,0
2890,1.20417,3.91537,299.635,3784.28,1292.64,2491.64,0,0.0780401,0.026657,0.0513831,0
2900,1.20833,3.9147,299.635,3783.01,1292.64,2490.37,0,0.0780138,0.026657,0.0513568,0
2910,1.2125,3.91403,299.635,3781.74,1292.64,2489.1,0,0.0779877,0.026657,0.0513307,0
2920,1.21667,3.91337,299.635,3780.48,1292.64,2487.84,0,0.0779617,0.026657,0.0513047,0
2930,1.22083,3.91271,299.634,3779.23,1292.64,2486.59,0,0.0779358,0.026657,0.0512788,0
2940,1.225,3.91204,299.634,3777.98,1292.64,2485.34,0,0.0779101,0.026657,0.0512532,0
2950,1.22917,3.91138,299.634,3776.74,1292.64,2484.11,0,0.0778846,0.0266569,0.0512276,0
2960,1.23333,3.91072,299.634,3775.51,1292.64,2482.88,0,0.0778592,0.0266569,0.0512023,0
2970,1.2375,3.91006,299.633,3774.29,1292.64,2481.65,0,0.077834,0.0266569,0.0511771,0
2980,1.24167,3.9094,299.633,3773.07,1292.63,2480.44,0,0.0778089,0.0266569,0.051152,0
2990,1.24583,3.90874,299.633,3771.86,1292.63,2479.23,0,0.077784,0.0266569,0.0511271,0
3000,1.25,3.90808,299.633,3770.66,1292.63,2478.03,0,0.0777592,0.0266569,0.0511023,0
3010,1.25417,3.90743,299.633,3769.47,1292.63,2476.83,0,0.0777345,0.0266569,0.0510777,0
3020,1.25833,3.90677,299.632,3768.28,1292.63,2475.65,0,0.07771,0.0266569,0.0510532,0
3030,1.2625,3.90612,299.632,3767.1,1292.63,2474.47,0,0.0776857,0.0266569,0.0510288,0
3040,1.26667,3.90546,299.632,3765.92,1292.63,2473.29,0,0.0776615,0.0266569,0.0510046,0
3050,1.27083,3.90481,299.632,3764.76,1292.63,2472.13,0,0.0776374,0.0266568,0.0509806,0
3060,1.275,3.90415,299.631,3763.6,1292.63,2470.97,0,0.0776135,0.0266568,0.0509567,0
3070,1.27917,3.9035,299.631,3762.44,1292.63,2469.81,0,0.0775897,0.0266568,0.0509329,0
3080,1.28333,3.90285,299.631,3761.3,1292.63,2468.67,0,0.0775661,0.0266568,0.0509093,0
3090,1.2875,3.90219,299.631,3760.16,1292.63,2467.53,0,0.0775426,0.0266568,0.0508858,0
3100,1.29167,3.90154,299.63,3759.02,1292.63,2466.4,0,0.0775192,0.0266568,0.0508624,0
3110,1.29583,3.90089,299.63,3757.9,1292.63,2465.27,0,0.077496,0.0266568,0.0508392,0
3120,1.3,3.90024,299.63,3756.78,1292.63,2464.15,0,0.0774729,0.0266568,0.0508162,0
3130,1.30417,3.89958,299.63,3755.67,1292.63,2463.04,0,0.07745,0.0266567,0.0507932,0
3140,1.30833,3.89893,299.629,3754.56,1292.63,2461.94,0,0.0774272,0.0266567,0.0507704,0
3150,1.3125,3.89828,299.629,3753.46,1292.62,2460.84,0,0.0774045,0.0266567,0.0507477,0
3160,1.31667,3.89763,299.629,3752.37,1292.62,2459.74,0,0.0773819,0.0266567,0.0507252,0
3170,1.32083,3.89697,299.629,3751.28,1292.62,2458.66,0,0.0773595,0.0266567,0.0507028,0
3180,1.325,3.89632,299.628,3750.2,1292.62,2457.58,0,0.0773372,0.0266567,0.0506805,0
3190,1.32917,3.89567,299.628,3749.12,1292.62,2456.5,0,0.077315,0.0266567,0.0506584,0
3200,1.33333,3.89501,299.628,3748.06,1292.62,2455.43,0,0.077293,0.0266567,0.0506364,0
3210,1.3375,3.89436,299.628,3747,1292.62,2454.37,0,0.0772711,0.0266566,0.0506145,0
3220,1.34167,3.8937,299.627,3745.94,1292.62,2453.32,0,0.0772494,0.0266566,0.0505928,0
3230,1.34583,3.89304,299.627,3744.89,1292.62,2452.27,0,0.0772278,0.0266566,0.0505711,0
3240,1.35,3.89238,299.627,3743.85,1292.62,2451.23,0,0.0772063,0.0266566,0.0505497,0
3250,1.35417,3.89173,299.627,3742.81,1292.62,2450.2,0,0.0771849,0.0266566,0.0505283,0
3260,1.35833,3.89107,299.626,3741.78,1292.62,2449.17,0,0.0771637,0.0266566,0.0505071,0
3270,1.3625,3.8904,299.626,3740.76,1292.62,2448.14,0,0.0771426,0.0266566,0.050486,0
3280,1.36667,3.88974,299.626,3739.75,1292.62,2447.13,0,0.0771216,0.0266566,0.0504651,0
3290,1.37083,3.88908,299.625,3738.73,1292.62,2446.12,0,0.0771008,0.0266565,0.0504442,0
3300,1.375,3.88841,299.625,3737.73,1292.62,2445.11,0,0.0770801,0.0266565,0.0504235,0
3310,1.37917,3.88774,299.625,3736.73,1292.62,2444.12,0,0.0770595,0.0266565,0.050403,0
3320,1.38333,3.88707,299.625,3735.74,1292.61,2443.13,0,0.077039,0.0266565,0.0503825,0
3330,1.3875,3.8864,299.624,3734.76,1292.61,2442.14,0,0.0770187,0.0266565,0.0503622,0
3340,1.39167,3.88573,299.624,3733.78,1292.61,2441.16,0,0.0769985,0.0266565,0.050342,0
3350,1.39583,3.88505,299.624,3732.8,1292.61,2440.19,0,0.0769784,0.0266565,0.050322,0
3360,1.4,3.88437,299.623,3731.84,1292.61,2439.22,0,0.0769585,0.0266564,0.0503021,0
3370,1.40417,3.88369,299.623,3730.87,1292.61,2438.26,0,0.0769387,0.0266564,0.0502823,0
3380,1.40833,3.883,299.623,3729.92,1292.61,2437.31,0,0.076919,0.0266564,0.0502626,0
3390,1.4125,3.88232,299.623,3728.97,1292.61,2436.36,0,0.0768994,0.0266564,0.050243,0
3400,1.41667,3.88163,299.622,3728.03,1292.61,2435.42,0,0.07688,0.0266564,0.0502236,0
3410,1.42083,3.88093,299.622,3727.09,1292.61,2434.48,0,0.0768607,0.0266564,0.0502043,0
3420,1.425,3.88024,299.622,3726.16,1292.61,2433.55,0,0.0768415,0.0266564,0.0501851,0
3430,1.42917,3.87954,299.621,3725.23,1292.61,2432.63,0,0.0768224,0.0266563,0.050166,0
3440,1.43333,3.87883,299.621,3724.32,1292.61,2431.71,0,0.0768034,0.0266563,0.0501471,0
3450,1.4375,3.87812,299.621,3723.4,1292.61,2430.8,0,0.0767846,0.0266563,0.0501283,0
3460,1.44167,3.87741,299.621,3722.5,1292.6,2429.89,0,0.0767659,0.0266563,0.0501096,0
3470,1.44583,3.8767,299.62,3721.59,1292.6,2428.99,0,0.0767473,0.0266563,0.050091,0
3480,1.45,3.87598,299.62,3720.7,1292.6,2428.1,0,0.0767289,0.0266563,0.0500726,0
3490,1.45417,3.87525,299.62,3719.81,1292.6,2427.21,0,0.0767105,0.0266563,0.0500543,0
3500,1.45833,3.87452,299.619,3718.93,1292.6,2426.32,0,0.0766923,0.0266562,0.0500361,0
3510,1.4625,3.87379,299.619,3718.05,1292.6,2425.45,0,0.0766742,0.0266562,0.050018,0
3520,1.46667,3.87305,299.619,3717.18,1292.6,2424.58,0,0.0766562,0.0266562,0.05,0
3530,1.47083,3.8723,299.618,3716.31,1292.6,2423.71,0,0.0766384,0.0266562,0.0499822,0
3540,1.475,3.87155,299.618,3715.45,1292.6,2422.85,0,0.0766206,0.0266562,0.0499644,0
3550,1.47917,3.8708,299.618,3714.6,1292.6,2422,0,0.076603,0.0266562,0.0499468,0
3560,1.48333,3.87004,299.618,3713.75,1292.6,2421.15,0,0.0765855,0.0266562,0.0499293,0
3570,1.4875,3.86927,299.617,3712.9,1292.6,2420.31,0,0.0765681,0.0266561,0.0499119,0
3580,1.49167,3.8685,299.617,3712.07,1292.6,2419.47,0,0.0765508,0.0266561,0.0498947,0
3590,1.49583,3.86772,299.617,3711.23,1292.6,2418.64,0,0.0765336,0.0266561,0.0498775,0
3600,1.5,3.86693,299.616,3710.4,1292.59,2417.81,0,0.0765166,0.0266561,0.0498605,0
3610,1.50417,3.86614,299.616,3709.58,1292.59,2416.99,0,0.0764996,0.0266561,0.0498435,0
3620,1.50833,3.86535,299.616,3708.77,1292.59,2416.17,0,0.0764828,0.0266561,0.0498267,0
3630,1.5125,3.86454,299.615,3707.96,1292.59,2415.36,0,0.076466,0.0266561,0.04981,0
3640,1.51667,3.86373,299.615,3707.15,1292.59,2414.56,0,0.0764494,0.026656,0.0497934,0
3650,1.52083,3.86291,299.615,3706.35,1292.59,2413.76,0,0.0764329,0.026656,0.0497769,0
3660,1.525,3.86209,299.614,3705.56,1292.59,2412.96,0,0.0764165,0.026656,0.0497605,0
3670,1.52917,3.86126,299.614,3704.77,1292.59,2412.18,0,0.0764003,0.026656,0.0497443,0
3680,1.53333,3.86042,299.614,3703.98,1292.59,2411.39,0,0.0763841,0.026656,0.0497281,0
3690,1.5375,3.85957,299.614,3703.2,1292.59,2410.61,0,0.0763681,0.026656,0.0497121,0
3700,1.54167,3.85872,299.613,3702.43,1292.59,2409.84,0,0.0763521,0.026656,0.0496962,0
3710,1.54583,3.85786,299.613,3701.66,1292.59,2409.08,0,0.0763363,0.0266559,0.0496803,0
3720,1.55,3.857,299.613,3700.9,1292.59,2408.31,0,0.0763205,0.0266559,0.0496646,0
3730,1.55417,3.85612,299.612,3700.14,1292.59,2407.56,0,0.0763049,0.0266559,0.049649,0
3740,1.55833,3.85524,299.612,3699.39,1292.58,2406.81,0,0.0762894,0.0266559,0.0496335,0
3750,1.5625,3.85435,299.612,3698.64,1292.58,2406.06,0,0.076274,0.0266559,0.0496182,0
3760,1.56667,3.85346,299.611,3697.9,1292.58,2405.32,0,0.0762587,0.0266559,0.0496029,0
3770,1.57083,3.85255,299.611,3697.17,1292.58,2404.58,0,0.0762436,0.0266558,0.0495877,0
3780,1.575,3.85165,299.611,3696.44,1292.58,2403.85,0,0.0762285,0.0266558,0.0495727,0
3790,1.57917,3.85073,299.61,3695.71,1292.58,2403.13,0,0.0762135,0.0266558,0.0495577,0
3800,1.58333,3.84981,299.61,3694.99,1292.58,2402.41,0,0.0761987,0.0266558,0.0495429,0
3810,1.5875,3.84888,299.61,3694.27,1292.58,2401.69,0,0.0761839,0.0266558,0.0495281,0
3820,1.59167,3.84794,299.61,3693.56,1292.58,2400.99,0,0.0761693,0.0266558,0.0495135,0
3830,1.59583,3.847,299.609,3692.86,1292.58,2400.28,0,0.0761547,0.0266558,0.049499,0
3840,1.6,3.84605,299.609,3692.16,1292.58,2399.58,0,0.0761403,0.0266557,0.0494846,0
3850,1.60417,3.8451,299.609,3691.46,1292.58,2398.89,0,0.076126,0.0266557,0.0494702,0
3860,1.60833,3.84414,299.608,3690.78,1292.58,2398.2,0,0.0761118,0.0266557,0.049456,0
3870,1.6125,3.84317,299.608,3690.09,1292.58,2397.52,0,0.0760976,0.0266557,0.0494419,0
3880,1.61667,3.8422,299.608,3689.41,1292.57,2396.84,0,0.0760836,0.0266557,0.0494279,0
3890,1.62083,3.84123,299.607,3688.74,1292.57,2396.16,0,0.0760697,0.0266557,0.0494141,0
3900,1.625,3.84025,299.607,3688.07,1292.57,2395.49,0,0.0760559,0.0266557,0.0494003,0
3910,1.62917,3.83926,299.607,3687.4,1292.57,2394.83,0,0.0760422,0.0266556,0.0493866,0
3920,1.63333,3.83828,299.606,3686.74,1292.57,2394.17,0,0.0760286,0.0266556,0.049373,0
3930,1.6375,3.83728,299.606,3686.09,1292.57,2393.52,0,0.0760151,0.0266556,0.0493595,0
3940,1.64167,3.83629,299.606,3685.44,1292.57,2392.87,0,0.0760017,0.0266556,0.0493461,0
3950,1.64583,3.83529,299.606,3684.79,1292.57,2392.22,0,0.0759884,0.0266556,0.0493328,0
3960,1.65,3.83429,299.605,3684.15,1292.57,2391.58,0,0.0759752,0.0266556,0.0493196,0
3970,1.65417,3.83329,299.605,3683.52,1292.57,2390.95,0,0.0759621,0.0266556,0.0493065,0
3980,1.65833,3.83229,299.605,3682.89,1292.57,2390.32,0,0.0759491,0.0266555,0.0492936,0
3990,1.6625,3.83128,299.604,3682.26,1292.57,2389.7,0,0.0759362,0.0266555,0.0492807,0
4000,1.66667,3.83028,299.604,3681.64,1292.57,2389.08,0,0.0759234,0.0266555,0.0492679,0
4010,1.67083,3.82927,299.604,3681.03,1292.57,2388.46,0,0.0759107,0.0266555,0.0492552,0
4020,1.675,3.82826,299.604,3680.42,1292.57,2387.85,0,0.0758981,0.0266555,0.0492426,0
4030,1.67917,3.82726,299.603,3679.81,1292.56,2387.25,0,0.0758856,0.0266555,0.0492302,0
4040,1.68333,3.82625,299.603,3679.21,1292.56,2386.65,0,0.0758732,0.0266555,0.0492178,0
4050,1.6875,3.82524,299.603,3678.61,1292.56,2386.05,0,0.075861,0.0266554,0.0492055,0
4060,1.69167,3.82424,299.602,3678.02,1292.56,2385.46,0,0.0758488,0.0266554,0.0491933,0
4070,1.69583,3.82324,299.602,3677.44,1292.56,2384.87,0,0.0758367,0.0266554,0.0491813,0
4080,1.7,3.82224,299.602,3676.85,1292.56,2384.29,0,0.0758247,0.0266554,0.0491693,0
4090,1.70417,3.82124,299.602,3676.28,1292.56,2383.72,0,0.0758128,0.0266554,0.0491574,0
4100,1.70833,3.82025,299.601,3675.71,1292.56,2383.15,0,0.075801,0.0266554,0.0491456,0
4110,1.7125,3.81926,299.601,3675.14,1292.56,2382.58,0,0.0757893,0.0266554,0.049134,0
4120,1.71667,3.81827,299.601,3674.58,1292.56,2382.02,0,0.0757777,0.0266553,0.0491224,0
4130,1.72083,3.81728,299.6,3674.02,1292.56,2381.46,0,0.0757662,0.0266553,0.0491109,0
4140,1.725,3.8163,299.6,3673.47,1292.56,2380.91,0,0.0757548,0.0266553,0.0490995,0
4150,1.72917,3.81533,299.6,3672.92,1292.56,2380.36,0,0.0757435,0.0266553,0.0490882,0
4160,1.73333,3.81436,299.599,3672.38,1292.56,2379.82,0,0.0757323,0.0266553,0.049077,0
4170,1.7375,3.81339,299.599,3671.84,1292.55,2379.28,0,0.0757212,0.0266553,0.0490659,0
4180,1.74167,3.81243,299.599,3671.3,1292.55,2378.75,0,0.0757101,0.0266553,0.0490549,0
4190,1.74583,3.81147,299.599,3670.77,1292.55,2378.21,0,0.0756992,0.0266552,0.0490439,0
4200,1.75,3.81052,299.598,3670.24,1292.55,2377.69,0,0.0756883,0.0266552,0.0490331,0
4210,1.75417,3.80958,299.598,3669.72,1292.55,2377.17,0,0.0756775,0.0266552,0.0490223,0
4220,1.75833,3.80864,299.598,3669.2,1292.55,2376.65,0,0.0756668,0.0266552,0.0490116,0
4230,1.7625,3.8077,299.598,3668.69,1292.55,2376.14,0,0.0756563,0.0266552,0.0490011,0
4240,1.76667,3.80678,299.597,3668.18,1292.55,2375.63,0,0.0756458,0.0266552,0.0489906,0
4250,1.77083,3.80585,299.597,3667.67,1292.55,2375.12,0,0.0756354,0.0266552,0.0489802,0
4260,1.775,3.80494,299.597,3667.18,1292.55,2374.63,0,0.0756251,0.0266552,0.0489699,0
4270,1.77917,3.80403,299.597,3666.68,1292.55,2374.13,0,0.0756149,0.0266551,0.0489597,0
4280,1.78333,3.80313,299.596,3666.19,1292.55,2373.64,0,0.0756048,0.0266551,0.0489497,0
4290,1.7875,3.80223,299.596,3665.71,1292.55,2373.16,0,0.0755948,0.0266551,0.0489397,0
4300,1.79167,3.80134,299.596,3665.23,1292.55,2372.68,0,0.0755849,0.0266551,0.0489298,0
4310,1.79583,3.80045,299.596,3664.75,1292.55,2372.2,0,0.0755751,0.0266551,0.04892,0
4320,1.8,3.79957,299.595,3664.28,1292.55,2371.73,0,0.0755653,0.0266551,0.0489103,0
4330,1.80417,3.7987,299.595,3663.81,1292.55,2371.27,0,0.0755557,0.0266551,0.0489006,0
4340,1.80833,3.79783,299.595,3663.35,1292.54,2370.81,0,0.0755462,0.0266551,0.0488911,0
4350,1.8125,3.79697,299.595,3662.89,1292.54,2370.35,0,0.0755368,0.0266551,0.0488817,0
4360,1.81667,3.79612,299.594,3662.44,1292.54,2369.9,0,0.0755274,0.026655,0.0488724,0
4370,1.82083,3.79527,299.594,3661.99,1292.54,2369.45,0,0.0755182,0.026655,0.0488631,0
4380,1.825,3.79442,299.594,3661.55,1292.54,2369,0,0.075509,0.026655,0.048854,0
4390,1.82917,3.79359,299.594,3661.11,1292.54,2368.57,0,0.0754999,0.026655,0.0488449,0
4400,1.83333,3.79275,299.593,3660.67,1292.54,2368.13,0,0.075491,0.026655,0.048836,0
4410,1.8375,3.79193,299.593,3660.24,1292.54,2367.7,0,0.0754821,0.026655,0.0488271,0
4420,1.84167,3.79111,299.593,3659.82,1292.54,2367.28,0,0.0754733,0.026655,0.0488184,0
4430,1.84583,3.79029,299.593,3659.4,1292.54,2366.86,0,0.0754646,0.026655,0.0488097,0
4440,1.85,3.78948,299.592,3658.98,1292.54,2366.44,0,0.075456,0.0266549,0.0488011,0
4450,1.85417,3.78867,299.592,3658.57,1292.54,2366.03,0,0.0754475,0.0266549,0.0487926,0
4460,1.85833,3.78787,299.592,3658.16,1292.54,2365.62,0,0.0754391,0.0266549,0.0487842,0
4470,1.8625,3.78707,299.592,3657.76,1292.54,2365.22,0,0.0754308,0.0266549,0.0487759,0
4480,1.86667,3.78628,299.591,3657.36,1292.54,2364.82,0,0.0754226,0.0266549,0.0487677,0
4490,1.87083,3.78549,299.591,3656.96,1292.54,2364.43,0,0.0754145,0.0266549,0.0487596,0
4500,1.875,3.7847,299.591,3656.57,1292.54,2364.04,0,0.0754064,0.0266549,0.0487516,0
4510,1.87917,3.78392,299.591,3656.19,1292.53,2363.65,0,0.0753985,0.0266549,0.0487436,0
4520,1.88333,3.78314,299.59,3655.81,1292.53,2363.27,0,0.0753906,0.0266548,0.0487358,0
4530,1.8875,3.78237,299.59,3655.43,1292.53,2362.89,0,0.0753828,0.0266548,0.048728,0
4540,1.89167,3.7816,299.59,3655.06,1292.53,2362.52,0,0.0753751,0.0266548,0.0487203,0
4550,1.89583,3.78083,299.59,3654.69,1292.53,2362.15,0,0.0753675,0.0266548,0.0487127,0
4560,1.9,3.78007,299.589,3654.32,1292.53,2361.79,0,0.07536,0.0266548,0.0487052,0
4570,1.90417,3.7793,299.589,3653.96,1292.53,2361.43,0,0.0753526,0.0266548,0.0486978,0
4580,1.90833,3.77854,299.589,3653.61,1292.53,2361.08,0,0.0753453,0.0266548,0.0486905,0
4590,1.9125,3.77779,299.589,3653.26,1292.53,2360.73,0,0.075338,0.0266548,0.0486833,0
4600,1.91667,3.77703,299.588,3652.91,1292.53,2360.38,0,0.0753309,0.0266547,0.0486761,0
4610,1.92083,3.77628,299.588,3652.57,1292.53,2360.04,0,0.0753238,0.0266547,0.048669,0
4620,1.925,3.77553,299.588,3652.23,1292.53,2359.7,0,0.0753168,0.0266547,0.0486621,0
4630,1.92917,3.77479,299.588,3651.89,1292.53,2359.36,0,0.0753099,0.0266547,0.0486552,0
4640,1.93333,3.77404,299.587,3651.56,1292.53,2359.04,0,0.0753031,0.0266547,0.0486484,0
4650,1.9375,3.7733,299.587,3651.24,1292.53,2358.71,0,0.0752964,0.0266547,0.0486417,0
4660,1.94167,3.77256,299.587,3650.92,1292.53,2358.39,0,0.0752898,0.0266547,0.0486351,0
4670,1.94583,3.77181,299.587,3650.6,1292.53,2358.07,0,0.0752832,0.0266547,0.0486286,0
4680,1.95,3.77108,299.586,3650.29,1292.52,2357.76,0,0.0752768,0.0266547,0.0486221,0
4690,1.95417,3.77034,299.586,3649.98,1292.52,2357.45,0,0.0752704,0.0266546,0.0486158,0
4700,1.95833,3.7696,299.586,3649.67,1292.52,2357.15,0,0.0752642,0.0266546,0.0486095,0
4710,1.9625,3.76886,299.586,3649.37,1292.52,2356.85,0,0.075258,0.0266546,0.0486033,0
4720,1.96667,3.76813,299.586,3649.08,1292.52,2356.55,0,0.0752519,0.0266546,0.0485973,0
4730,1.97083,3.76739,299.585,3648.79,1292.52,2356.26,0,0.0752458,0.0266546,0.0485912,0
4740,1.975,3.76666,299.585,3648.5,1292.52,2355.98,0,0.0752399,0.0266546,0.0485853,0
4750,1.97917,3.76593,299.585,3648.22,1292.52,2355.69,0,0.0752341,0.0266546,0.0485795,0
4760,1.98333,3.76519,299.585,3647.94,1292.52,2355.41,0,0.0752283,0.0266546,0.0485737,0
4770,1.9875,3.76446,299.584,3647.66,1292.52,2355.14,0,0.0752226,0.0266546,0.048568,0
4780,1.99167,3.76373,299.584,3647.38,1292.52,2354.86,0,0.0752169,0.0266546,0.0485624,0
4790,1.99583,3.76299,299.584,3647.11,1292.52,2354.59,0,0.0752114,0.0266545,0.0485568,0
4800,2,3.76226,299.584,3646.85,1292.52,2354.33,0,0.0752059,0.0266545,0.0485513,0
4810,2.00417,3.76153,299.584,3646.59,1292.52,2354.07,0,0.0752005,0.0266545,0.048546,0
4820,2.00833,3.7608,299.584,3646.33,1292.52,2353.81,0,0.0751952,0.0266545,0.0485407,0
4830,2.0125,3.76006,299.583,3646.08,1292.52,2353.56,0,0.07519,0.0266545,0.0485355,0
4840,2.01667,3.75933,299.583,3645.83,1292.52,2353.31,0,0.0751849,0.0266545,0.0485304,0
4850,2.02083,3.75859,299.583,3645.58,1292.52,2353.07,0,0.0751798,0.0266545,0.0485253,0
4860,2.025,3.75786,299.583,3645.34,1292.52,2352.83,0,0.0751749,0.0266545,0.0485204,0
4870,2.02917,3.75713,299.583,3645.11,1292.52,2352.59,0,0.07517,0.0266545,0.0485155,0
4880,2.03333,3.75639,299.582,3644.88,1292.52,2352.36,0,0.0751653,0.0266545,0.0485108,0
4890,2.0375,3.75565,299.582,3644.65,1292.52,2352.14,0,0.0751606,0.0266545,0.0485061,0
4900,2.04167,3.75492,299.582,3644.43,1292.51,2351.91,0,0.075156,0.0266544,0.0485015,0
4910,2.04583,3.75418,299.582,3644.21,1292.51,2351.69,0,0.0751515,0.0266544,0.048497,0
4920,2.05,3.75344,299.582,3643.99,1292.51,2351.48,0,0.075147,0.0266544,0.0484926,0
4930,2.05417,3.7527,299.582,3643.78,1292.51,2351.27,0,0.0751427,0.0266544,0.0484883,0
4940,2.05833,3.75196,299.581,3643.58,1292.51,2351.07,0,0.0751385,0.0266544,0.048484,0
4950,2.0625,3.75122,299.581,3643.38,1292.51,2350.86,0,0.0751343,0.0266544,0.0484799,0
4960,2.06667,3.75048,299.581,3643.18,1292.51,2350.67,0,0.0751302,0.0266544,0.0484758,0
4970,2.07083,3.74974,299.581,3642.99,1292.51,2350.47,0,0.0751262,0.0266544,0.0484718,0
4980,2.075,3.74899,299.581,3642.8,1292.51,2350.28,0,0.0751223,0.0266544,0.0484679,0
4990,2.07917,3.74825,299.581,3642.61,1292.51,2350.1,0,0.0751185,0.0266544,0.0484641,0
5000,2.08333,3.7475,299.58,3642.43,1292.51,2349.92,0,0.0751148,0.0266544,0.0484604,0
5010,2.0875,3.74676,299.58,3642.25,1292.51,2349.74,0,0.0751111,0.0266544,0.0484568,0
5020,2.09167,3.74601,299.58,3642.08,1292.51,2349.57,0,0.0751076,0.0266543,0.0484532,0
5030,2.09583,3.74526,299.58,3641.91,1292.51,2349.4,0,0.0751041,0.0266543,0.0484498,0
5040,2.1,3.74451,299.58,3641.75,1292.51,2349.24,0,0.0751007,0.0266543,0.0484464,0
5050,2.10417,3.74376,299.579,3641.59,1292.51,2349.08,0,0.0750974,0.0266543,0.0484431,0
5060,2.10833,3.74301,299.579,3641.43,1292.51,2348.93,0,0.0750942,0.0266543,0.0484399,0
5070,2.1125,3.74225,299.579,3641.28,1292.51,2348.77,0,0.0750911,0.0266543,0.0484368,0
5080,2.11667,3.7415,299.579,3641.13,1292.51,2348.63,0,0.0750881,0.0266543,0.0484338,0
5090,2.12083,3.74074,299.579,3640.99,1292.51,2348.48,0,0.0750851,0.0266543,0.0484308,0
5100,2.125,3.73998,299.579,3640.85,1292.51,2348.35,0,0.0750822,0.0266543,0.048428,0
5110,2.12917,3.73923,299.578,3640.72,1292.51,2348.21,0,0.0750794,0.0266543,0.0484252,0
5120,2.13333,3.73847,299.578,3640.58,1292.51,2348.08,0,0.0750767,0.0266543,0.0484225,0
5130,2.1375,3.73771,299.578,3640.46,1292.51,2347.95,0,0.0750741,0.0266542,0.0484198,0
5140,2.14167,3.73694,299.578,3640.33,1292.5,2347.83,0,0.0750715,0.0266542,0.0484173,0
5150,2.14583,3.73618,299.578,3640.21,1292.5,2347.71,0,0.0750691,0.0266542,0.0484148,0
5160,2.15,3.73542,299.578,3640.1,1292.5,2347.59,0,0.0750667,0.0266542,0.0484125,0
5170,2.15417,3.73465,299.577,3639.99,1292.5,2347.48,0,0.0750644,0.0266542,0.0484102,0
